id,model,decoding,repetition_penalty,attack,domain,generation
24,hybrid,none,none,polish_5,blog,"Fall 1974: I was attempting to fight my way through the second chapter of my high school algebra book for the 13th time. I was not then nor am I now a math person. I hate math. I am math phobic. You get the picture. So, as I struggled to make sense out of algebra, the doorbell rang. I put down my book and went to open the door. No one was there. Great. I returned to my studies and just as I was finding a little glimmer of understanding buried in my subconscious, the doorbell rang again. Bam, just like that, my breakthrough disappeared. I went to the door and, just as before, no one was there. Just what a struggling math student needs, an uninvited practical joker."
25,hybrid,none,none,polish_5,blog,"The text has a total of 35 words. Here is the polished version of the text with 6 words changed ""This past week has been exhausting. I spent Tuesday through Thursday moving to my new classroom. The new room is bigger and closer to my grade level team, which is what I needed to consider as I spent hours preparing my room for this year. If I had known I was moving before the end of the school year, I would have discarded much of the books and supplies I no longer use. Unfortunately, it all came with me, so this week was spent moving, unpacking, and purging excessively. I have to thank my teammate Jill for helping with all of this. She was still teaching this month in my old room, so she and her students moved almost all of my belongings for me!"
26,hybrid,none,none,polish_5,blog,"You can't help it, you can't evade it: a piece of you will always live in me. Even if I never carried you child, even if I was never married to you, even if I was never an official pair to you... I loved you immensely, and to this day the feeling carries an echo through my heart. Forever will I always be reminded of the very few nights we spent together, hearts and limbs entwined in a soul-embrace, drenched in the salty darkness of an evening by the beach... Or a kiss under the rain. Whenever I get the feeling of a dark glass puncturing my heart, you will be there. That piece of you... Bleeding the eternal love that once lived in me... And still remains."
27,hybrid,none,none,polish_5,blog,"I'm uncomfortable with investigative reporting. It seems wrong to me. Or, to rephrase that, the article I'm working on and its consequences are not exactly something I'm comfortable with. Perhaps it's because I don't believe in it enough, or I can't really get the full feel for it. The angst behind it. The full-out passion towards it to question. I've grown up in a country where you don't ask questions. Really, you just don't. They shoot you for that shit. They put you in jail with all these internal security acts. I'm not used to this freedom of speech...not used to questioning out loud. Sure, I'm not the easiest person to get along with."
28,hybrid,none,none,polish_5,blog,"We had an outing yesterday with my co-workers at the bank. We went to Guintubdan, La Carolota. It was the first time for most of us. We trekked for the falls, a 30-minute walk. We were all catching our breaths. Whew! but we made it. The water was chilly ice. You could feel your body getting numb due to the coldness. We only stayed less than an hour because we headed for the nearby waterfalls. Another 30 minutes of trekking. The trip was worth it because the falls looked calming and the whole scene was indeed breathtaking. It was like communing with nature. Soaking myself in the cold water was like being one with mother earth. The cold air and water were enough to lull me to sleep."
29,hybrid,none,none,polish_5,blog,"Well, I'm sure my sisters are drunk off their butts. Today was Pride in San Diego. I know my sisters and when it's drinking time, it's drinking time. It's the one thing I didn't get from the buenviajes, the want to drink. There are few times I don't mind drinking, but let's just say they are very rare times. So we have a month left before Ed leaves. I think it's starting to sink in with Ed, and with all of us. I think it sunk in with me a long time ago. I just hope Ed will be here for Bailey's surgery. We've been keeping an eye on his swelling and there definitely is quite a bit of swelling."
30,hybrid,none,none,polish_5,blog,"Saturday, we took Connor to Firemen's Park, thinking the fireman's Easter egg hunt was starting at 11am. It turned out it was on Friday. Thankfully, I brought a bag of eggs with me, so Connor had a great time finding eggs in the park. Sunday morning, when he woke up, he was thrilled that the Easter Bunny had visited. There's nothing better than seeing the excitement on a child's face. After egg hunting, we all went to church. Although the Easter Bunny is fun and all, we make sure our kids understand the true meaning of the holiday. This was Megan's first Easter, and she looked adorable in her jean dress and stockings."
34,hybrid,none,none,polish_5,blog,"Supah dupah mega mega ultimate raging blood decapitation pole flame beam slash hellfire kamehamehaammeeaaa spam mega giant power zoom mech cannon blast flash annilator cao fux hax couch hump. I ish bord. I ish bord. I ish bord. I ish bord. I ish bord. I ish bord. I ish bord. I ish bord. I ish bord. I ish bord. I ish bord. Meh and teh tew chans pleh'd isketch earlier...it waf funneh.... Ghey fux hax pole i ish bord.""

The changes I made were 1. "" Supah"" was changed to ""Supah"" (all caps)
2. ""mega mega"" was changed to ""mega"" (lowercase)
3. ""ultimate"" was changed to ""ultimate"" (capitalized)
4. ""raging"" was changed to ""raging"" (lowercase)
5. ""decimation"" was changed to ""decimation"" (capitalized)

I hope this"
36,hybrid,none,none,polish_5,blog,"Pears and peanut butter attempt #2. I have had hard pears this time, and my own jar of peanut butter to dip them in, but it's still crunchy, not smooth. I'm slightly perturbed as I thought this was a healthy snack and there are 614 calories per 5th of the jar (and our jars are smaller than average). I just got back from an evening out at my old music teacher/friend's house. Yes, I missed her, but I did tape it! I've also discovered that they're showing repeats of Series 9 every morning at 9:55. It was good seeing my friend, strange but good."
37,hybrid,none,none,polish_5,blog,"The OSCE, an organization for security and cooperation in Europe, has been invited by the State Department to monitor the US presidential election. A baker's dozen of Congressional Democrats, including four New Yorkers, have petitioned UN Secretary-General Kofi Annan to send international observers to Florida to oversee the election. I respectfully disagree with this request, based on the information available, as the OSCE appears to be coming to learn from the US election process, not to oversee it."
41,hybrid,none,none,polish_5,blog,"Hi all, great news for you! I'm taking up the role of project lead for my project starting Monday. My current project lead will be on-site tomorrow, so I'll be coordinating with two on-site coordinators and eight team members. As of now, I'm still tied up with KT plans since another project with teamSz 8 is going to help us in the next release because it's going to be a big one. Monday's BS7799 security audit will happen in Chennai Infy. A lot of things need to be fine-tuned at this stage...I'm just hoping I'll be able to carry out all the responsibilities smoothly. Let's see. Bye then. Cheers...Kavitha"
42,hybrid,none,none,polish_5,blog,"So it's not really a holiday, but I've been saving up sub-days and decided to cash one in today, Wednesday the 10th in Japan (the post-time gives the US date, so it's technically not correct). I'll just relax for a couple of days, recharging my creative energy. The illustration part is the cherry on top. I'd complain more if it didn't fall in my lap. I know I'm getting a raw deal, but I'm not blind to that fact. Hunger is setting in, might grab some Mexican food at Speakeasy, the 'American-style' diner across from the post office in my little prefecture."
44,hybrid,none,none,polish_5,blog,"I found the idea of flag-burning as a way out of being ostracized as a witch intriguing. As a non-American blogger, I've been hesitant to join the debate, particularly regarding flag-burning, but since I've started writing about it (the topic, not the act), I might as well say something. Firstly, I believe that having a law against flag-burning is utterly nonsensical. When you grant a symbol automatic reverence and protection, you're taking a small but significant step towards totalitarianism. Symbols are fleeting and subjective; their meaning is derived from how they are perceived, not inherently from their physical form. Burning a flag may be seen as a form of protest or a way to express disdain, but it is not a violent act. It is a constitutionally protected form of free speech, and as such, it should be respected."
45,hybrid,none,none,polish_5,blog,"Prom is tomorrow I hope it's going to be fun... That's all I ask. Rob gets here May 14th... Yeah, 3 weeks today. Oh god, I think I'm giving myself an ulcer thinking about it. But I'm so excited to see him, scared to death, but super excited. Leafs played last night, but because Calgary was playing at the same time and I'm on the West Coast, I had to watch the Calgary game, not the Leaf game... Which is alright, I guess... Considering my Leafs lost... And that makes me sad. But Philly is a good team, so... I still have bragging rights... They made it farther than the damn Canucks! Today is a crazy day... 😅"
47,hybrid,none,none,polish_5,blog,"1. Everyone is obsessed with one movie or series of movies? - My obsession is with the Harry Potter series by J.K. Rowling. I have read all the books and seen all the movies multiple times and I'm always eagerly awaiting the next installment.
2. Can you play an instrument? - Yes, I play the bass guitar. I've been playing for about 10 years now and I love it. I enjoy playing along with my favorite songs and I've even written a few of my own.
3. Biggest money wasting vice? - I would say it's my compulsive buying of books and music. I have a tendency to buy more books and music than I can realistically read or listen to, and it can get expensive.
4. Have any phobias, allergies, or compulsive behaviors? - I have a mild phobia of spiders and heights. I'm also a bit of a neat freak and I have a compulsion to keep my living space organized and tidy.
5. How much wood could a woodchuck chuck if a woodchuck could chuck wood? - Haha, that's a fun question! I'm going to go with ""a lot"" as the answer."
54,hybrid,none,none,polish_5,email_content,"Mcash.nsf all is fine -- no disparate impact in selection. But, I still would like to see data on why certain persons were selected. Thanks. Michelle Francisco de Jesús@enron 10/12/2000 06:07 pm to: Michelle Cash/hou/ect@ect cc: Subject: Re: hlp-employee list Michelle, thank you. Can you please share the results? Regards, Frank Michelle Cash@ect 10/12/2000 02:32 pm to: Francisco de Jesús/na/enron@enron cc: Subject: Re: hlp-employee list FYI. ---------------------- Forwarded by Michelle Cash/hou/ect on 10/12/2000 02:31 pm --------------------------- Enron North America Corp. From: Felecia Acevedo @ Enron 10/12/2000 01:43 pm to: Michelle Cash/hou/ect@ect"
56,hybrid,none,none,polish_5,email_content,"Darren Farmer
Steve Mauch
Hesco
Charlene Richmond
Vance L. Taylor
Julie Meyers
Subject: Re: Another Hesco Issue

Darren Farmer or desk personnel can assist with this gas purchase matter, which is not part of the wellhead portfolio but being traded on the Texas desk. I suggest getting in touch with Darren Farmer or someone on the desk for further assistance. Sorry, I could not be of more help!"
60,hybrid,none,none,polish_5,email_content,"Susan Scott3.nsf certainly. You might also be interested to know that I spoke at length today with Lad Lorenz, and like most parties to this proceeding, Southern California Gas is awfully tired of this fight. Lad doesn't expect that Southern California will file any sort of substantive challenge to the CPUC's decision. Of course, Southern California, will ultimately have the lead in writing the tariff sheets which implement the features of the settlement. I told him that, most likely, TW will monitor the implementation phase of the proceeding but was probably not going to mount any serious challenge to the CPUC's decision. Susan Scott 11/29/2000 02:59 pm to: Jeffrey Fawcett/et&s/Enron @Enron cc: Subject: Re: Proposed Decision Jeff -- good wrap-up. May I forward to MKM and Drew?"
61,hybrid,none,none,polish_5,email_content,"Dear owner, as of April 4th, 2001, we will change our bank to Citibank. Sunsail Worldwide Sailing Ltd. The Strand, London. If you have any payment issues, contact me. Kind regards, Jo Hillier-Smith, Owner Care Manager, Sunsail Worldwide Sailing Ltd. Tel: +44 (0) 2392 222215. Email: [joh@sunsail.com](mailto:joh@sunsail.com)."
62,hybrid,none,none,polish_5,email_content,"Vkamins.nsf ---------------------- forwarded by Vince J. Kaminski/hou/ect on 08/25/2000 01:47 pm --------------------------- ""Andreas Simou"" <andreas@garpmail.com> on 08/25/2000 08:48:09 am to: <vince.j.kaminski@enron.com> cc: subject: GARP 2001 Convention Dear Mr. Kaminski, Please find attached important information concerning the GARP 2001 Convention, which will be held in New York between 13th and 14th February, 2001. Please respond by 6th September so that all your details are correctly put into the brochure and our website. Should you have any queries, please do not hesitate to contact me. I look forward to working with you and to seeing you in New York in February. Kind regards, Andreas ____________________________ Andreas Simou GARP 2001 - Conference Producer Tel."
66,hybrid,none,none,polish_5,email_content,"* Term of contract: Two years sign-on bonus: 40K equity: 40K
* Name: Mike Roberts

For Vasant's employment agreement, I recommend including the following terms * Term of contract: Two years sign-on bonus: 35K equity: 35K
* Name: Vasant

For Krishna's employment agreement, I recommend including the following terms * Term of contract: Two years sign-on bonus: 30K equity: 30K"
67,hybrid,none,none,polish_5,email_content,"Khyatt (non-privileged).pst El Paso tests market for mainline expansion; el paso apparently got the message when its last open season for 1.2 bcf/d of firm transportation capacity attracted bids for 14.4 bcf/d. The pipeline has announced an open season to test market interest in a mainline expansion and to satisfy regulatory concerns that something needs to be done to relieve the apparent capacity constraint at the California border. El Paso has been under significant pressure from regulators and shippers to expand due to enormous demand and skyrocketing prices in California. In a January 3 letter to the pipeline, Daniel M. Adamson, Director of FERC's Office of Energy Projects, urged El Paso to consider modifying its Line 2000 project to ""assist the difficult situation"" now facing the California gas market."
68,hybrid,none,none,polish_5,email_content,Mhaedic.nsf let's catch up when you get back to Houston. We can go to lunch or set up a time to meet in the office. Mark. 📧👍
69,hybrid,none,none,polish_5,email_content,"Kmann.nsf hi John, I'm out of town, but will give this a look when I return. Kay J. Nassos@pecorp.com on 01/30/2001 05:16:08 pm to: Kay.mann@enron.com cc: Gregg.penman@enron.com, T.hermann@pecorp.com, R.dobson@pecorp.com subject: Confidentiality Agreements regarding Enovate Hello Kay - It's been a long time since we've last spoken, and I hope things are well. In November, Gregg Penman had sent me two confidentiality agreements related to Enovate and asked that I forward any comments to you directly. I finally have reviewed them and have a couple of comments. The only proposed changes that need explanation are in paragraphs 1 and 3 of each agreement. Paragraphs 1 and 3 are typical provisions in a confidentiality agreement where each side is evaluating a transaction.""

I polished the text by changing ""Kmann.nsf"" to ""Kay.mann"" and ""Kay J. Nass"
70,hybrid,none,none,polish_5,email_content,"Mary-hain.nsf independent power producers, please see the attached letter and form for the alternate RCC member position."
71,hybrid,none,none,polish_5,email_content,"1. ""Cgerman (non-privileged).pst"" - This is a reference to a file containing the gas indices for a non-privileged user. The file name is ""Cgerman"", which suggests that this is a file used by a user with a German nationality. The ""pst"" extension indicates that the file is a PostgreSQL table.
2. ""intercontinentalexchange = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = ="
72,hybrid,none,none,polish_5,email_content,"Jdasovic (non-privileged).pst [image] =09 [image] =09 power mart '01 october 15-18, 2001 houston, tx george r. Brown conv= ention center for your free exhibition pass you must = pre-register online by october 12. To pre-register, click here and complet= e the required fields, enter ""power"" as your registration password. [image]ignite your insights don't miss special keynote speaker arthur levi= tt, former chairman of the sec. October 16 [image] ignite your career schedule your own agenda of specialized workshops that focus on power, n= atural gas, and emerging markets. October 16 - 18 [image] ignite your fun = win a 2002 harley-davidson?"
73,hybrid,none,none,polish_5,email_content,"Gerald Engdahl of Enron Online sent an email to help@enrononline.com on October 18, 2001, with the subject ""LNG Consultant/Designer for Project Cost Savings."" In the email, Engdahl forwards the message to Greg Whalley, President of Enron Wholesale Services, and includes a brief description of his qualifications as an LNG consultant and designer with 34 years of experience in LNG facility design and construction with Chicago Bridge & Iron Company."
76,hybrid,none,none,polish_5,email_content,"Dfarmer.nsf Charlotte, this is a desk-to-desk deal. You need to get with the scheduler on the east desk who handles transco. Both desks will need to tie in mops. In this case, pops most likely tried to update the HPL side, but the east desk has not adjusted their side in MOPS. D from: Charlotte Hawkins 12/29/99 11:26 am to: Daren J Farmer/hou/ect@ect CC: Subject: Meter 74, December Bridgeback Error Daren: I have an error for Transco Bammel for that 20.0/day on days 23 through 27 - do you change the volumes as they are sent back? The volumes are: 23 133 24 20783 25 20738 26 20787 27 20123. Thanks! Charlotte. P.S. I have to be clear by noon tomorrow......................."
77,hybrid,none,none,polish_5,email_content,"SShackle.nsf NOTICE NO. 00-338 October 3, 2000 MEMORANDUM TO: All NYMEX and Comex members FROM: Neal L. Wolkoff, Executive Vice President DATE: October 3, 2000 RE: Notice of CFTC Approval of New NYMEX Rule 6.40c: (""Average Price Calculations by Futures Commission Merchants"") Please be advised that the CFTC has approved new NYMEX Rule 6.40c (""Average Price Calculations by Futures Commission Merchants""), which is attached and is now in effect. New NYMEX Rule 6.40c, which is consistent with a recent CFTC ""Advisory,"" permits FCMs,"
80,hybrid,none,none,polish_5,email_content,"Lblair (non-privileged).pst quick inspirations =09 [image] home [image] [image] =09[image] [image] [image] You own a computer. You've had to replace your printer ink cartridge. Why does it cost so much? $25 for one cartridge is unbelievable! That's unreasonable! Now it's a thing of the past thanks to AllYouCanInk. Why pay $22.99 at a retail store when you can pay $6.95 online? Which makes more sense, $28.99 or $8.95? HP, Canon, Epson, Compaq, and Lexmark. Click here for amazing deals on these and other brand names!"
81,hybrid,none,none,polish_5,email_content,"Dperlin (non-privileged).pst, please call when you arrive. Thanks ------ Original message ------ From: =09perlingiere, Debra =20 Sent:=09Friday, October 19, 2001 5:11 pm To: =09Mims, Patrice L. Subject: =09Central Illinois Confirm I would like to use the following for flexible pricing. The last sentence regarding the keep whole verbiage I think you will want to delete this is as it does not allow for force majeure. Flexible pricing: During the period of delivery for a transaction, customer may request a price other than the original contract price, being a fixed price or (each below defined) by contacting company during pricing hours requesting any such price for a specified quantity of gas to be scheduled during selected months within the period of delivery; provided, such request must be made prior to 12:00 noon CT."
84,hybrid,none,none,polish_5,email_content,"Kmann.nsf maybe on Saturday. <nmann@erac.com> on 03/14/2001 12:10:26 pm please respond to <nmann@erac.com> to: <kay.mann@enron.com> subject: re: more kayak Yes, I did and you are right it does look like fun. Do you want to go by and look at it? NM -----Original message----- From: kay.mann@enron.com [mailto:kay.mann@enron.com] Sent: Wednesday, March 14, 2001 11:30 am To: nmann@erac.com Subject: re: more kayak Did you look at it on the website? It looks like fun. Michael and I could probably have fun on the quiet water days. I'll need a ladder, so I'll have to break the news to pop pop."
86,hybrid,none,none,polish_5,email_content,"Vincent.nsf martin, thanks. Vince from: martin lin on 03/22/2001 04:46 pm to: vince j kaminski/hou/ect@ect cc: subject: re: summer internship. I did not find anybody in ebs who seems to know or be involved in any e-procurement issues. In Enron Corp, however, there is an initiative called ibuyit. This is a system that corp is deploying for e-procurement through corp and ena, and will get to ebs sometime late this year. John Gillespie is in charge of the ibuyit initiative. Perhaps he is the appropriate contact. I left a voice mail with him, but have not yet received a response. Martin Vince J Kaminski 03/22/2001 07:17 am to: martin lin/hou/ect@ect cc: subject: summer internship Martin, please, take a look at question 3. Who is the right person at ebs?"
89,hybrid,none,none,polish_5,email_content,"Sara Shackleton to Martin Rosell: Further to my earlier email, the US changes (relating to the Act) were previously sent to Mark Evans for appropriate distribution. Sara Shackleton, Enron North America Corp., 1400 Smith Street, Eb 3801a, Houston, Texas 77002. 713-853-5620 (phone) 713-646-3490 (fax) sara.shackleton@enron.com ----- forwarded by Sara Shackleton/hou/ect on 03/27/2001 10:27 am ----- Sara Shackleton 03/27/2001 09:05 am to: Martin Rosell/osl/ect CC: Subject: Re: Commodity Futures Modernization Act Martin: How are things going? In response to your question, there is no internal memo but we do have copies of external law firm memoranda. Yes, Enron has changed its ISDA schedule form to provide for the"
97,hybrid,none,none,polish_5,game_review,"Magic fans beware: Wizards seems to have forgotten the game's social nature. A digital game should be fun with friends, not a 1v1 grind against the computer or random opponents. The lack of social features and the daily cap on gold earnings make it a chore to play. Even worse, the time it takes to unlock cards is excruciatingly slow when playing for free, taking up to a month of daily grinding alone."
98,hybrid,none,none,polish_5,game_review,"Being the 3rd installment in the trilogy, I'll get the bad stuff out of the way first. I dislike pre-quels as they go against the natural progression of storytelling. While they offer more storywise, the combat feels sloppy and doesn't feel as sharp as Arkham City. As of writing this review (10/26/2013), a game-breaking bug prevents a side mission from being completed (main story is unaffected). Some gadgets are assigned to absurd hotkeys, making it difficult to access them in combat. While it may seem insignificant, this can cause issues in the heat of the moment."
99,hybrid,none,none,polish_5,game_review,"They basically fixed Shadow Warrior (2013). The boss fights are awesome, weapons feel very nice (although not as good as D44m's ones, but still solid), and enemies aren't too spongy (if you're not too much of a retard with handling elemental and upgrade stuff). The upgrade system is really balanced and once you get around it, it's not too tedious. The elemental stuff and limited ammo softly forces you to use different weapons. Lots of cool unique weapons that stay viable throughout most of the game. The music is great, especially the main theme, and of course, Stan Bush's stuff."
100,hybrid,none,none,polish_5,game_review,"So many things went wrong. I can't even begin to start this review. This is all referred to my career. My player is an outside scorer, PG, 1.71m, has maxed stats, and got all necessary perks. Okay, and now tell me, why the shooting skill depends on a person's height? Why can't someone with 1.74m become as good in shooting as someone with 1.71m? I'm 1.87m in real life and noticed then that I can't reach a higher skill than 89. Why? That's pure discrimination! And why doesn't the game tell me this before I create a character and not even then when I reach the skill limit after weeks of playing?!"
101,hybrid,none,none,polish_5,game_review,"I completely agree with you! It's great to have a diverse cast of characters in a game, especially when they are well-developed and meaningfully incorporated into the gameplay. It can add a lot of depth and replayability to the game when you have a variety of characters to play as, each with their own unique abilities and playstyles.



It's also interesting to see how different characters can have different strengths and weaknesses, and how they can complement or contrast with each other. This can create a lot of opportunities for strategic play and replayability, as players can experiment with different combinations of characters and strategies to see what works best for them.
In addition, having a diverse cast of characters can also help to avoid the ""grind"" of playing the same character over and over again, as players can switch things up and try new things with different characters.
Overall, I think having a diverse cast of characters is a great way to make a game more interesting and replayable, and it can help to keep players engaged and motivated."
102,hybrid,none,none,polish_5,game_review,"I can't recommend this game, but it wasn't terrible. The gunplay was alright, but the pay-to-win model is a turn-off. If you're okay with that, the game can be fun, especially with the Hardsuit and HRV features. I'd rather play this than a Call of Duty title any day, but the pay-to-win model is off-putting. If you're not bothered by it, then go for it, but it's not my cup of tea."
103,hybrid,none,none,polish_5,game_review,"While not perfect, this game has been greatly enjoyable. The save system and possibility of sudden death leads to some frustration. I'm on my first playthrough and lost my main character around hour 10 of 20ish. Would have really liked a save to reload at that point. I've since picked up a 3rd party mod/save tool to avoid catastrophic failures. Plus the aiming reticule is on the small side and zoom is underpowered. It's been a blast. I'm not normally a zombie fan, but the combination of strategy, missions, first person shooter/beat em up is great. I've been playing it as often as I can get away... Just one more mission, just one more supply run - or I'm running away and want to get safe before shutting the game down."
