id,model,decoding,repetition_penalty,attack,domain,generation
17,hybrid,none,none,polish_major,blog,"Last night was the worst. I threw away the sweater I was knitting. I only had about 14 inches left, and I probably lost around $10 worth of yarn ($8 a skein). But it had too many stitches by the time I got to the arm holes, and the mohair was knotting itself together as I knitted, so frogging (ripping out rows) didn't work well. The yarn broke a lot. I didn't even swear, which is unusual for me. I just morosely ripped and watched season two of Sex and the City (way to go, library!). And then I got sick of it and threw it away. I suppose I learned a lot while trying to do this sweater."
18,hybrid,none,none,polish_major,blog,"Last night in class, we discussed the assigned reading, ""Urbanization and the Meaning of Place"" by Edward S. Casey. The first chapter focuses on the concept of ""implacement"" and the second, ""displacement."" Casey argues that our contemporary world and culture are centered around time, as we are constantly running out of time, just in time, and trying to make the most of it. He posits that shifting the focus to place as the central organizing principle can lead to a more grounded community. So far, this book has been particularly captivating, as it aligns with my own thoughts on the subject."
19,hybrid,none,none,polish_major,blog,"Sure! Here is the polished text without the filler words and with some minor adjustments for clarity:
""Whatever it is they put into freeze pops to make them those colors, there should be some sort of warning. May make your life a bit bizarre. And while giggling is good, one wonders if we would have found ourselves up that fire escape drinking beer in the fierce wind had we not been eating them earlier. Finding ourselves in a doorway to a bar, sadly closed for business, we stopped to examine an office-supplies catalog that had arrived in the post. Lucky we did. Who could possibly have guessed that within these pages were the special offers of a lifetime? Not I, for certain. I list but a few: buy 36 permanent marker pens, get a stunt kite. Buy 30 lever arch files, get a barbecue."
20,hybrid,none,none,polish_major,blog,"Currently listening to: The Little Drummer Boy by Stevan Pasero...and now my post. Senate Republicans, hands up - who watched the 39-hour judicial nominations marathon last week? I know I didn't. Well, okay - I did tune in once or twice. The entire colossal waste of time was perpetrated by Republicans, frustrated that Democrats wouldn't cave and nominate four of Bush's far-right judges, and instead held a multi-day tantrum to score political points. Disregarding the fact that Democrats have already approved 168 of Bush's judicial nominees, Republicans seem to believe they have a mandate for this kind of nonsense."
21,hybrid,none,none,polish_major,blog,"This was an exceptional weekend, filled with a variety of enriching experiences. I indulged in a plethora of activities that nourished my mind and soul. I immersed myself in the captivating realm of literature, devouring three engrossing books – Bruce Sterling's 'Heavy Weather,' Larry Niven's 'World of Ptavvs,' and Octavia Butler's 'Parable of the Sower.' Each of these works offered a unique perspective on the human condition, delving into themes of environmental degradation, social upheaval, and the resilience of the human spirit.

While 'Heavy Weather' was a gripping cyberpunk romp through a near-future USA, I found myself yearning for a deeper emotional connection with the characters and story. Despite their vivid depiction, I failed to experience any profound epiphanies or lasting impressions. However, the book's clever plotting and well-crafted world-building made it an enjoyable and thought-provoking read.

In contrast, 'World of Ptavvs' and"
22,hybrid,none,none,polish_major,blog,"Here is the polished text:
""Coz' this is the aftermath of the first week back from practicum was a struggle, but it is only in the second week that the smoke has really started to clear. Post-practicum trauma was a hidden epidemic that is only now coming to light. I was stricken but with the eventual meeting with the course coordinator, I was able to release my burden and, by doing so, I have prevented another person from being stuck with such a pedagogically deficit practicum school. Yesterday (Monday), I bumped into another aggrieved classmate who was quite determined to go to the student who was due to go to her school in the next practicum and tell him how terrible it will be. I calmed her down and said that we should go to the administrator first."
23,hybrid,none,none,polish_major,blog,"Things are quite hectic here at the moment, but I always find time for stress-relieving activities. I'm not very skilled at 8-ball or ping pong, and it shows - Rick (the Canuck) consistently beats me. We have a ping pong table in the front lobby of our building, so I try to squeeze in a quick game whenever I can. Last night, I participated in an 8-ball tournament at the recreation tent, complete with a popcorn machine, multiple TVs, a jukebox, DVD rentals, a pool table, a dartboard, and, of course, a ping pong table. Despite my lack of skill, I was doing well in my game until I scratched on the eight ball. However, I still had a good time, and I was even joined by two friendly Dutch soldiers who decided to join in on the tournament."
25,hybrid,none,none,polish_major,blog,"Sure, here is the polished text:
""This past week has been nothing short of exhausting. I spent Tuesday through Thursday finishing the move to my new classroom. The new room is bigger and closer to my grade level team, which are the things I need to consider as I spend hours upon hours preparing my room for this year. Had I known I was going to move prior to the end of my school year, I would have discarded much of the books and supplies I no longer use. Unfortunately, it all came with me. So this week was spent moving, unpacking, and purging profusely. I have to thank my teammate Jill for helping with all of this. You see, she was still teaching this month in my old room, so she and her lovely students moved almost my entire room for me!"
26,hybrid,none,none,polish_major,blog,"You can't help it, you can't evade it: a piece of you will always live in me. Even if I never carried you child, even if I was never married to you, even if I was never an official pair to you... I loved you immensely, and to this day the feeling carries an echo through my heart. Forever will I always be reminded of the very few nights we spent together, hearts and limbs entwined in a soul-embrace, drenched in the salty darkness of an evening by the beach... Or a kiss under the rain. Whenever I get the feeling of a dark glass puncturing my heart, you will be there. That piece of you... Bleeding the eternal love that once lived in me... And still remains. Forever."
28,hybrid,none,none,polish_major,blog,"We embarked on an exhilarating outing yesterday with my colleagues at the bank, venturing to the picturesque Guintubdan and La Carolota. It was a novel experience for most of us, and we eagerly anticipated the breathtaking scenery that awaited us. The trek to the falls was a 30-minute journey, and as we reached the destination, we were greeted by the majestic waterfall's roaring sound. The chilly water was invigorating, and we couldn't help but feel a sense of awe as we immersed ourselves in its icy embrace. Although we only stayed for a short while, the experience was unforgettable, and the nearby waterfalls beckoned us to continue our adventure. The tranquility of the surroundings was almost mystical, and the moment was nothing short of transcendent. As I immersed myself in the cold water, I felt a deep connection to the natural world, as if I was communing with the earth itself. The crisp air and water were a balm to my senses, lulling me into a state of serenity and peace."
29,hybrid,none,none,polish_major,blog,"I'm sure my sisters are having a great time in San Diego today. I know they love to drink when they're out and about, and today was Pride. Unfortunately, I didn't get to join them since I'm not a fan of drinking. There are only a few times when I don't mind drinking, but today wasn't one of them. We have a month left before Ed leaves, and I think it's starting to sink in for everyone, including him. I'm just hoping he'll be here for Bailey's surgery. We've been keeping a close eye on his swelling, and there's definitely been some noticeable swelling. I'm sure he'll be here for the surgery, and I'm hoping everything goes smoothly."
30,hybrid,none,none,polish_major,blog,"Saturday, we took Connor to Fireman's Park, thinking that the fireman's Easter egg hunt was starting at 11am. However, it turned out to be on Friday. Thankfully, I had brought a bag of eggs with me, so Connor was able to find eggs in the park. Sunday morning, when he woke up, he was thrilled that the Easter Bunny had visited. There's nothing quite like seeing the excitement on a child's face on Easter morning. After the egg hunt, we all went to church. Although the Easter Bunny is a fun and beloved character, we make sure our kids understand the true meaning of the holiday. This was Megan's first Easter, and she looked adorable in her jean dress and stockings."
31,hybrid,none,none,polish_major,blog,"Here is the polished text:
Friday, November 22, 2002
Whoo-hoo! My boots are at the house! I forgot and had them delivered to my house instead of work, so I have to wait another 4 hours to get them. Argh! These are the face boots and Tredair Flame boots. I rock! I somehow managed to get a flat tire. Luckily, I'm at work, so the guys are going to inflate it for me and make sure it holds air. If not, they're going to change my tire and slap the spare on it. Thankfully, my spare is full-sized. I may get to buy a new tire tonight, woohoo! Hamad tire here I come! I thought I had found another VW."
32,hybrid,none,none,polish_major,blog,"I know in a previous post, I protected parents, almost to the point of taking their side, well here's my little change of heart. Parents don't know anything. They think they know you so well, maybe even to the point where they can read emotions off your face. They can't. Parents know nothing about us. And when I go upstairs after arguing with Nicole about Kelli, like I just did a few minutes ago, and they want me to tell them what's wrong. Yeah, how about you shut the fuck up!? I don't have to tell you what's wrong all the time. Here's the situation with Nicole and Kelli. Kelli and Nicole don't get along. At all."
36,hybrid,none,none,polish_major,blog,"Here is the polished text:
""Pears and peanut butter attempt #2. I have hard pears this time, and my own jar of peanut butter which I can dip the pears into, but it is still crunchy peanut butter, not smooth. I am also slightly perturbed as I thought this was a healthy snack and have just noticed that per 5th of a jar (and our jars are way smaller) as in per 100g there are 614 calories!!!!! don't think about it. Have just got back from an evening out at my old music teacher/friend's house. Yes, I know... I missed her for that- but I did tape it! Have also discovered that they are showing repeats of series 9 every morning at 9:55! It was good seeing my friend, strange but good."
37,hybrid,none,none,polish_major,blog,"The OSCE has been invited to monitor the US presidential election by the State Department. This will be the first time the organization has been present for a US presidential election. A baker's dozen of Congressional Democrats, including four New Yorkers, have petitioned UN Secretary-General Kofi Annan to dispatch international observers to Florida to oversee the election. I disagree with this call, as the OSCE is coming to learn from the US election process, not to oversee it."
41,hybrid,none,none,polish_major,blog,"Hi all,

I have some good news to share with you. I will be taking on the role of Project Lead for my upcoming project starting from next Monday. I will be coordinating with two onsite Co-ordinators and eight team members. As of now, I am still tied up with KT plans as another project with teamsZ 8 is going to help us in the next release because it's going to be a big one. The Monday BS7799 security audit is going to happen in Chennai Infy. A lot of things need to be fine-tuned at this stage...I am just hoping that I will be able to carry out all my responsibilities smoothly. Let's see. Bye then. Cheers...Kavitha."
42,hybrid,none,none,polish_major,blog,"I've been saving up sub-days and decided to cash one in today, Wednesday the 10th in Japan. The post-time may indicate a U.S. date, but I assure you, the timing is correct. I'm looking forward to two days of uninterrupted daydreaming to recharge my creative batteries. The illustration aspect is the cherry on top, and I'm grateful it fell into my lap. While I'm aware of the slight discrepancy in pricing, I'm not blind to the fact that I'm getting a good deal. My hunger is growing, and I might just treat myself to some delicious Mexican food at Speak Easy, the cozy American-style diner located just a stone's throw away from the post office in my quaint prefecture."
43,hybrid,none,none,polish_major,blog,"Throughout my time at Casa Pescatore, I have always striven to create a welcoming atmosphere for all visitors. I strive to make them feel as comfortable as they would in their own home. Yesterday, I believe I succeeded in this endeavor. A large group of people gathered on Perry Avenue with what some might consider ""extreme prejudice."" At 4:30 pm, my dear friend Eric and his son Nunu arrived with a delicious pan of baked ziti. The tables were set, and I had prepared a variety of dishes, including the baked ziti, for our guests. The sound of laughter and clinking silverware filled the air as we enjoyed each other's company. Just as I was about to take a moment to relax, my dear friend from Florida walked through the door. Seeing him brought a smile to my face, as I had missed him dearly. The added bonus was that he had brought his wife along, who is expecting and was eager to experience the warmth of our gathering. I spoiled her with tray after tray of delectable food and tiramisu, savoring every moment of our time together."
44,hybrid,none,none,polish_major,blog,"Sure, here is the polished text:
I liked the idea of that as an offense - maybe that could've been a way out of being burned as a witch. As a non-American blogger, I've been a little reluctant to get involved in some of these discussions, particularly the bits about flags, but since I started (the subject, not the flag-burning) I suppose I'd better say something. Firstly, I think that the idea of having a law against flag-burning is completely nutty. The moment you start accord a symbol - any symbol - that kind of automatic reverence and protection, you've taken a small but important step towards totalitarianism. Symbols are kind of fleeting - they don't inherently mean anything in themselves; it's what they are perceived as meaning or made to represent that's important."
47,hybrid,none,none,polish_major,blog,"1. Everyone is obsessed with one movie or series of movies? What's yours? - My favorite movie series is the Evil Dead series.
2. Can you play an instrument? What is it? - I play the bass guitar.
3. Biggest money wasting vice? - My biggest money-wasting vice is probably my compulsive buying of DVDs.
4. Have any phobias, allergies, or compulsive behaviors? - I don't have any phobias or allergies, but I do have a compulsive behavior of organizing my money in my wallet from least to greatest at all times.
5. How much wood could a woodchuck chuck if a woodchuck could chuck wood? - According to the famous tongue-twister, a woodchuck could chuck as much wood as a woodchuck could chuck if a woodchuck could chuck wood."
48,hybrid,none,none,polish_major,blog,"1. Lack of focus: As you mentioned, the movie tried to cover too much ground, and as a result, it may have lacked focus and clarity. The story is so rich and complex that it's difficult to condense it into a two-hour movie without some things feeling rushed or glossed over.
2. Weak character development: The characters in the movie, especially the titular character, may have been underdeveloped. Ben-Hur is a complex and multi-faceted character, and the movie may not have done enough to fully explore his motivations and emotions.
3. Poor score: The music in the movie may not have been as impactful or memorable as the score of the original movie. The use of a moaning woman as background music may not have been effective in creating a gripping atmosphere, and the overall score may not have been as impactful as the one in the original movie.
4. Inadequate pacing: The pacing of the movie may have been too fast or too slow, which can affect the"
54,hybrid,none,none,polish_major,email_content,"Mcash.nsf all is fine -- no disparate impact in the selection. However, I would appreciate it if you could provide me with data on why certain individuals were selected. Thank you. Michelle Francisco de Jesús@Enron 10/12/2000 06:07 pmTo: Michelle Cash/Hou/ECT@ECTCC: Subject: Re: HLP-Employee ListMichelle, thank you for sharing the results. Kind regards, FrankMichelle Cash@ECT 10/12/2000 02:32 pmTo: Francisco de Jesús/NA/Enron@EnronCC: Subject: Re: HLP-Employee ListFor your information. ----------------------Forwarded by Michelle Cash/Hou/ECT on 10/12/2000 02:31 pm--------------------------Enron North America Corp.From: Felecia Acevedo @ Enron 10/12/2000 01:43 pmTo: Michelle Cash/Hou/ECT@ECT"
56,hybrid,none,none,polish_major,email_content,"Sure, here is the polished text:
""Dear Charlene,

Steve Mauch at Hesco is looking for an answer asap. He has been forwarded to you by Charlene Richmond/Hou/ECT on November 1, 2000 at 03:29 pm.

Please assist him with this matter.

Thank you,
Vance L. Taylor

11/01/2000 02:45 pm

To: Charlene Richmond/Hou/ECT

CC: Julie Meyers/Hou/ECT

Subject: Re: Another Hesco Issue

Charlene,

This gas purchase is not a part of the wellhead portfolio but is being traded on the Texas desk. I would suggest you get in touch with Darren Farmer or someone on the desk. I'm afraid I couldn't be of more assistance!

VLT x3-6353

Charlene Richmond 11/01/2000 08:22 am

To: Julie Meyers/Hou/ECT"
60,hybrid,none,none,polish_major,email_content,"Scott3.nsf certainly. You might also be interested to know that I spoke at length today with Lad Lorenz, and like most parties to this proceeding, SoCal Gas is awfully tired of this fight. Lad doesn't expect that SoCal will file any sort of substantive challenge to the CPUC's decision. Of course, SoCal, will ultimately have the lead in writing the tariff sheets which implement the features of the settlement. I told him that, most likely, TW will monitor the implementation phase of the proceeding but was probably not going to mount any serious challenge to the CPUC's decision. Susan Scott 11/29/2000 02:59 pm to: Jeffrey Fawcett/ET&S/Enron cc: Subject: Re: Proposed Decision - Jeff -- good wrap-up. May I forward to MKM and Drew?"
61,hybrid,none,none,polish_major,email_content,"Sure! Here is the polished text:
""Dear Owner,

As of the 4th of April 2001, we will be changing our bank from Lloyds TSB to Citibank. Please note that if you have any problems receiving your monthly or quarterly payments, please do not hesitate to contact me.

With kind regards,

Jo Hillier-Smith
Owner
Sunsail Worldwide Sailing Ltd
Tel: +44 (0) 2392 222215
Email: [joh@sunsail.com](mailto:joh@sunsail.com)

This email and any attachment is intended for the named addressee(s) only, or a person authorized to receive it on their behalf. The content should be treated as confidential and the recipient may not disclose this message or any attachment to anyone else without authorization. Unauthorized use, copying, or disclosure may be unlawful. If this transmission is received in error, please notify the sender immediately and delete this message from your email system."
62,hybrid,none,none,polish_major,email_content,"Dear Mr. Kaminski,

I hope this email finds you well. I am writing to bring to your attention some crucial information regarding the GARP 2001 Convention, which will be held in New York from February 13th to 14th, 2001. As the conference producer, I kindly request that you respond by September 6th so that we can include your details in the brochure and web site.

Please find attached the necessary information regarding the conference. If you have any questions or concerns, do not hesitate to contact me. I look forward to working with you and to seeing you in New York in February.

Best regards,

Andreas Simou
GARP 2001 Conference Producer
Tel.: [insert phone number]""

The major differences between the original and polished texts are 1. The tone and language used are more professional and formal in the polished version.
2. The sentence structure and word choice have been improved to make the text more clear and concise.
3. The use of transitions and connectors has been enhanced to create a smoother flow of ideas.
4. The"
66,hybrid,none,none,polish_major,email_content,"Name: Mike Roberts
Term of contract: Two years sign-on: $40,000 equity: $40,000
Name: Vasant
Term of contract: Two years sign-on: $35,000 equity: $35,000
Name: Krishna
Term of contract: Two years sign-on: $30,000 equity: $30,000

Please note that these are just examples of contracts and the terms may vary depending on the company and the specific role. It's always best to review the actual contract and consult with legal counsel before signing any agreement."
67,hybrid,none,none,polish_major,email_content,"El Paso Natural Gas Pipeline to Conduct Open Season for Mainline Expansion
El Paso Natural Gas, a subsidiary of Kinder Morgan, Inc., will conduct an open season for its Mainline Expansion project to test market interest in additional firm transportation capacity. The pipeline has announced that it will offer up to 14.4 billion cubic feet per day (Bcf/d) of firm transportation capacity for a 10-year term, subject to certain conditions.
The open season is scheduled to run from February 1 to March 10, and interested shippers are invited to submit bids for the available capacity. The pipeline has advised that it will evaluate bids based on a variety of factors, including the shipper's transportation requirements, the distance of the gas to the pipeline, and the shipper's creditworthiness.
The Mainline Expansion project is designed to relieve the apparent capacity constraint at the California border, where El Paso Natural Gas has been under significant pressure from regulators and shippers to expand due to high demand and skyrocketing prices in California. In a January 3 letter to the pipeline, Daniel M. Adamson, Director of FERC's Office of Energy Projects, urged El Paso to consider modifying its Line 2000 project"
68,hybrid,none,none,polish_major,email_content,"Mhaedic.nsf, let's catch up when you get back to Houston. We can go to lunch or set up time to meet in the office. Mark Bruce Lundstrom@enron_development 03/15/2001 07:45 PM To: Mark E. Haedicke@ect CC: Yao Apasu/enron_development Subject: EGA March Monthly Report Mark - I'm attaching the March report for EGA. I understand that the length is still probably more than you want - we will keep working on whittling it down. I tended to leave in more discussion of troubled projects like SECLP and Dabhol. I hope all is well. I've been on the road for some time and am currently in Singapore. I'm likely to head back to Bombay for at least the first few days of next week. Bruce"
69,hybrid,none,none,polish_major,email_content,"Dear John,

I hope this message finds you well. I'm out of town currently, but I will give this a thorough review when I return. Could you please forward the confidentiality agreements related to Enovate that Gregg Penman sent in November? I have taken the time to carefully review them and have a few comments. Specifically, I would like to discuss the proposed changes in paragraphs 1 and 3 of each agreement. These are standard provisions in a confidentiality agreement, where each party is evaluating a transaction.

Thank you in advance for your assistance.

Best regards,
Kay Mann

CC: Gregg Penman, T. Hermann, R. Dobson"
70,hybrid,none,none,polish_major,email_content,"Mary-hain.nsf Independent Power Producers CC: Executive Committee, RCC Members, DE Eyre, WSCC EPITF Members, CPTF Members, Legal Task Force, Incentives/Regulatory Task Force, RMS Legal Contacts

Please find attached a nomination letter and form for the alternate RCC member position for the IPP category. Email nominations to Robert Dintelman at wscc@wscc.com or fax 801-582-3918 by March 5, 2001.

Thomas Hendricks

The following section of this message contains a file attachment prepared for transmission using the Internet MIME message format. If you are using Pegasus Mail, or any other MIME-compliant system, you should be able to save it or view it from within your mailer. If you cannot, please ask your system administrator for assistance."
72,hybrid,none,none,polish_major,email_content,"Here is the polished text:
""Jdasovic (non-privileged).pst [image] [image] =09 [image] =09 power mart '01 october 15-18, 2001 houston, tx george r. Brown conv= ention center for your free exhibition pass you must = pre-register online by october 12. To pre-register, click here and complet= e the required fields, enter ""power"" as your registration password. [image]ignite your insights don't miss special keynote speaker arthur levi= tt, former chairman of the sec. October 16 [image] ignite your care= er schedule your own agenda of specialized workshops that focus on power, n= atural gas, and emerging markets. October 16 - 18 [image] ignite your fun = win a 2002 harley-davidson?"
73,hybrid,none,none,polish_major,email_content,"Dear Greg Whalley,

I am writing to offer my services as an LNG consultant and designer for project cost savings. As an experienced professional with 34 years of experience in LNG facility design and construction, including turnkey design/build contracts, I believe I can provide valuable insights and expertise to help Enron achieve its goals.

My recent experience with LNG peaking facilities, LNG terminals, LNG satellites, and LPG facilities gives me a comprehensive understanding of the industry and the challenges involved in designing and building these types of projects. I am confident that my knowledge and experience can help Enron achieve significant cost savings and improve the overall efficiency of its projects.

I would be pleased to discuss this opportunity further and provide a detailed proposal outlining my services and how they can benefit Enron. Please let me know if you would like to schedule a meeting to discuss this opportunity further.

Thank you for considering my offer.

Sincerely,
[Your Name]"
75,hybrid,none,none,polish_major,email_content,"The bill is expected to remain in committee hearings for some time. The longer the bill is involved in committee politics and changes are made, the likelihood of a southern bankruptcy increases. The bill is expected to be taken up for a vote in the senate in the coming days."
76,hybrid,none,none,polish_major,email_content,"Dear Daren,

I hope this message finds you well. I am writing to bring to your attention an urgent matter regarding Transco Bammel. As you are aware, there has been an error in the December bridgeback for Meter 74, resulting in a discrepancy of 20.0/day on days 23 through 27. I kindly request that you review and adjust the volumes as necessary, as they are currently being sent back. The updated volumes are as follows 23 - 133
24 - 20783
25 - 20738
26 - 20787
27 - 20123

I must emphasize the importance of addressing this issue promptly, as it may result in significant consequences if left unattended. I kindly request your attention to this matter by noon tomorrow.

Thank you for your prompt attention to this matter, and I look forward to your response.

Best regards,
Charlotte Hawkins""

The polished text is more concise and clear, with improved sentence structure and language usage. The semantic meaning of the polished text is the"
77,hybrid,none,none,polish_major,email_content,"The CFTC has approved new NYMEX Rule 6.40C, which allows futures commission merchants to use their own internal, proprietary systems to generate average price (""AP"") calculations when multiple prices are received on an order or series of orders. The rule is effective as of October 3, 2000.
The notice informs NYMEX and COMEX members that they should be aware of the new rule and its effective date. The rule allows FCMs to use their own internal, proprietary systems to calculate APs under certain conditions specified in the rule. This may provide greater flexibility for FCMs in their operations and may allow them to more efficiently calculate APs for their customers."
80,hybrid,none,none,polish_major,email_content,"Sure, here is the polished text:
""Lblair (non-privileged).pst quick inspirations = 09 [image]

Home [image] [image] [image]

You own a computer. You've had to replace your printer ink cartridge. Why does it cost so much? $25 bucks for one cartridge? That's unbelievable! It's unreasonable! And now it's a thing of the past thanks to AllYouCanInk. Why pay $22.99 at a retail store when you can pay $6.95 online? Which makes more sense, $28.99 or $7.95? The choice is obvious! Check out HP, Canon, Epson, and Lexmark for amazing deals on these and other brand names!"
81,hybrid,none,none,polish_major,email_content,"Dperlin (non-privileged). Please call me when you arrive. Thank you - Original message - From: Dperlingiere, Debra [ Sent: Friday, October 19, 2001 5:11 PM To: Mims, Patrice L. Subject: Central Illinois Confirm I would like to use the following for flexible pricing. Please delete the last sentence regarding the keep whole verbiage, as it does not allow for force majeure. Flexible pricing: During the period of delivery for a transaction, customer may request a price other than the original contract price, being a fixed price or (each below defined) by contacting the company during pricing hours requesting any such price for a specified quantity of gas to be scheduled during selected months within the period of delivery; provided, such request must be made prior to 12:00 noon CT."
84,hybrid,none,none,polish_major,email_content,"The polished text is:
""Kmann.nsf maybe on saturday. ""neil mann"" <nmann@erac.com> on 03/14/2001 12:10:26 pm please respond to <nmann@erac.com> to: <kay.mann@enron.com> cc: subject: re: more kayak yes i did and you are right it does look like fun. Do you want to go by and look at it? nm -----original message----- from: kay.mann@enron.com [mailto:kay.mann@enron.com] sent: wednesday, march 14, 2001 11:30 am to: nmann@erac.com subject: re: more kayak did you look at it on the website? it looks like fun. Michael and i could probably have fun on the quiet water days. I'll need a ladder, so i'll have to break the news to pop pop."
