id,model,decoding,repetition_penalty,attack,domain,generation
11,hybrid,none,none,polish_35,blog,"I think that monopoly has run its course in my life and I vow to never lay my hands on that iron again. Tonight, Andy beat me by a few small dollars and won the farquing game, or maybe I let him win on account of him leaving in a few short hours and me wanting him to feel good on his last night here. Well, however the story goes, it can't compare to this Texas-sized headache I have at the moment. I've taken some Aleve and I must say that they are doing the trick, all I need now is some well-deserved R&R. Your telephone's the one that helped me wrap the cord around your neck... at the drive-in."
12,hybrid,none,none,polish_35,blog,"Well, today has been a long day. We drove home from Indiana. I'll have to be choosy about what I write about, as I could take up a lot of time and space, and I'm just not feeling energetic. First, I must say that camp was amazing and even better than I could have expected. God has been doing so much in my life lately, and it's incredible. I've turned over a new leaf, and I'm grateful for that. We arrived at the Twiggs' house on Friday evening and stayed until we left for camp on Monday. Most of our time was spent at the fair, church, a parade, Walmart, and watching movies."
13,hybrid,none,none,polish_35,blog,"Today is my last day of summer vacation! I'm excited to have a dentist appointment at 9, as it will get it out of the way before my surgery rotation begins. As a perfectionist, I strive to excel in everything I do. However, I'm definitely nervous and anxious about this new experience. I'm not a fan of being a pawn in a situation where I don't have control or understanding."
14,hybrid,none,none,polish_35,blog,"Arun Shourie highlights how, in 1996, the then Governor of Uttar Pradesh warned about the looming threat of a 'third Islamic State' emerging in the subcontinent. T.V. Rajeswar, the former Intelligence Bureau chief and current Governor of Uttar Pradesh, had previously written a series of articles in the Hindustan Times predicting this dire threat. Shourie raises a pertinent question: does the fact that Rajeswar, rather than he or Mr. Advani, wrote these warnings make them more credible? Or does one conclude that Rajeswar's persistence on this issue indicates he is a closet communalist, rendering him unfit to continue as Governor of Uttar Pradesh?"
15,hybrid,none,none,polish_35,blog,"Attitude  indifferent, looking forward to tonight, I've had a long and challenging day in the trenches here today, and I barely have time to write anything for you readers. However, it's great to see Tigger taking up the reins herself and making an appearance, discussing things. Not much to say about yesterday's events, yesterday was a lovely day at the park, but I had to leave before the closing curtain, which was a bit disappointing. I hope to see the entirety of a Shakespeare play someday. But I digress. As for the shower, it's true that Akcron is right about the problems with laughing at her in the shower, admittingly, the look people get when committing self-torture can be quite amusing."
16,hybrid,none,none,polish_35,blog,"All of a sudden, for the past two days, I've been overcome with terrible bouts of exhaustion. Bone-deep exhaustion. Last evening, I went home and just slept off, and only got up when my mother called me around 8 30. And when I woke up, it was pitch black dark, and I hadn't switched the lights on, so I couldn't figure out what time or date it was, for a few seconds, it was just my mother's voice in the darkness and me grappling with reality. I wonder why I'm feeling so drained... The weather this morning is nice. It was drizzling when I came. Although in Calcutta, I hear it's been raining for the past three days."
17,hybrid,none,none,polish_35,blog,"Last night was a disappointing evening. I regretted throwing away the sweater I was knitting, as I had invested about 14 inches of work. The yarn, worth around $10, was a significant loss. However, I encountered difficulties with the stitches, particularly around the arm holes, and the mohair was knotting together as I knitted. Frogging didn't work well, and the yarn broke frequently. I didn't even swear, which is unusual for me. I simply removed the stitches and listened to season two of Sex and the City, only to become disenchanted and discard the project. Despite the frustration, I suppose I learned a lot from the experience."
18,hybrid,none,none,polish_35,blog,"Last night in class, we discussed the assigned reading, ""Getting Back into Place  Toward a Renewed Study of the Place-World"" by Edward S. Casey. The first chapter explores ""implacement,"" while the second delves into ""displacement."" In the first chapter, Casey argues that our contemporary world and culture revolve around time as the situating force  we're running out of time, we've saved time, and we're just in time. He aims to demonstrate that using place as the center of culture fosters a more grounded community. This book is the first reading to have captivated me thus far."
19,hybrid,none,none,polish_35,blog,"Whatever they put into freeze pops to make them those colors, there should be some sort of warning. May make your life a bit bizarre. And while giggling is good, one wonders if we would have found ourselves up that fire escape drinking beer in the fierce wind had we not been eating them earlier. Finding ourselves in a doorway to a bar sadly closed for business, we stopped to examine an office-supplies catalogue that had arrived in the post. Lucky we did. Who could possibly have guessed that within these pages were the special offers of a lifetime? Not I, for certain. I list but a few  buy 36 permanent marker pens, get a stunt kite. Buy 30 lever arch files, get a barbecue."
20,hybrid,none,none,polish_35,blog,"Currently listening to ""The Little Drummer Boy"" by Stevan Pasero. Meanwhile, I must admit that I found myself tuning in to the Senate's 39-hour judicial nominations spectacle last week. I know I didn't watch it extensively, but I did catch a few hours of it. The entire marathon was orchestrated by Republicans who, frustrated that Democrats wouldn't rubber-stamp four of Bush's controversial justices, were trying to score political points by prolonging the process. Interestingly, it's worth noting that Democrats have already confirmed 168 of Bush's judicial nominees, but that's apparently not enough for the power-hungry Republicans who seem to believe they have a mandate for this kind of theatrics."
21,hybrid,none,none,polish_35,blog,"This was an excellent weekend. I devoted a lot of time to reading, after a long hiatus, I indulged in a lot of nevermore (something I should have started earlier) and devoured three books. I finished Bruce Sterling's Heavy Weather, Larry Niven's World of Ptavvs, and Octavia Butler's Parable of the Sower. Heavy Weather was a thrilling cyberpunk adventure through a near-future USA ravaged by global warming and anarchy. Although it was cleverly crafted, well-paced, and vividly rendered, I must admit that I didn't come away with any profound sensations about the story or characters. Not that both aren't well constructed and vividly etched - it's a good book, but not a great one, I suppose."
22,hybrid,none,none,polish_35,blog,"Following the first week back from practicum, I found the aftermath to be a struggle. However, it wasn't until the second week that the smoke began to clear. Post-practicum trauma was a hidden epidemic that is now coming to light. I was struck, but meeting with the course coordinator allowed me to release my burden and prevent another student from being stuck with a pedagogically deficient practicum. Yesterday, I ran into an agitated classmate who was determined to go to the student who was due to attend the next practicum and warn them about the difficulties they would face. I calmed her down and suggested we speak with the administrator first."
23,hybrid,none,none,polish_35,blog,"Well, things can get quite busy here at times, but there's always time for stress-relieving activities. I've found that I struggle with 8-ball and ping pong! Rick, known as the Canuck, consistently beats me in a regular game - we have a ping pong table in the front lobby of our building, always available for a quick match. Last night, I participated in an 8-ball tournament at the hot spot, our recreation tent, which features a popcorn machine, multiple TVs, jukebox, DVD rentals, pool table, dartboard, and ping pong table. I had a decent start, but unfortunately, I scratched on the eight ball. Despite this, I still had a great time - the most enjoyable part was the two Dutch soldiers who joined the tournament."
24,hybrid,none,none,polish_35,blog,"Fall 1974  I was attempting for what felt like the 13th time to fight my way through the second chapter of my high school algebra book. I'm not a math person, nor am I now. I hate math; I'm math-phobic. You get the picture. As I struggled to make sense of algebra, the doorbell rang. I put down my book and went to open the door. No one was there. Great. I returned to my studies and, just as I was finding a little glimmer of understanding, the doorbell rang again. Just like that, my breakthrough disappeared. I went to the door, and once again, no one was there. Just what a struggling math student needs, an uninvited practical joker."
25,hybrid,none,none,polish_35,blog,"This past week has been nothing short of exhausting. I spent Tuesday to Thursday finishing the move to my new classroom. The new room is bigger and closer to my grade-level team, which are the things I need to consider as I spend hours upon hours preparing my room for this year. Had I known I was going to move prior to the end of my school year, I would have discarded much of the books and supplies I no longer use. Unfortunately, it all came with me. So, this week was spent moving, unpacking, and purging profusely. I have to thank my teammate, Jill, for helping with all of this. She was still teaching this month in my old room, so she and her lovely students moved almost my entire room for me!"
26,hybrid,none,none,polish_35,blog,"You can't help it, you can't evade it  a piece of you will always reside within me. Even if I never bore a child with you, even if I was never officially bound to you, even if I was never an acknowledged pair to you... I loved you immensely, and to this day, the sentiment lingers as an echo in my heart. Forever, I will always be reminded of the few precious nights we spent together, our hearts and limbs entwined in a soulful embrace, bathed in the salty darkness of an evening by the beach... Or a kiss under the rain. Whenever I feel the sensation of a dark glass piercing my heart, you will be present. That piece of you... Bleeding the eternal love that once resided within me... And still remains. For her."
27,hybrid,none,none,polish_35,blog,"I'm uncomfortable with investigative reporting, as it seems very wrong to me. Let me rephrase that, the article I'm doing and its consequences is not something I'm comfortable with. Perhaps it's because I don't believe in it enough, so I cannot fully grasp its implications. The angst behind it, the full-out passion towards it, I question. I've grown up in a country where you don't ask questions. You just don't. They shoot you for that. They put you in jail with all these internal security measures. I'm not used to this freedom of speech, not used to questioning out loud. I'm not the easiest person to get along with."
28,hybrid,none,none,polish_35,blog,"We embarked on an outing with my colleagues from the bank yesterday, visiting Guintubdan, La Carlota. It was a first-time experience for most of us. We embarked on a 30-minute trek to the falls, pausing to catch our breath along the way. Whew! We finally reached the destination, where the chilly water left our bodies numb. We spent less than an hour there before heading to the nearby waterfalls, another 30-minute trek. Despite the challenges, the trip was rewarding, as the falls' calming atmosphere and breathtaking scenery left us in awe. The experience was akin to communing with nature, with the cold air and water lulling us into a peaceful slumber."
29,hybrid,none,none,polish_35,blog,"Well, I am sure my sisters are drunk off their butts. Today was pride in San Diego. I know my sisters and when it is drinking time, it is drinking time. It is the one thing I didn't get from the Buenaventura, the want to drink. There are a few times I don't mind drinking, but let's just say they are very rare occasions. So we have a month left before Ed leaves. I think it's starting to sink in with Ed and with all of us. I think it's sunk in with me a long time ago. I just hope that Ed will be here for Bailey's surgery. We've been keeping an eye on his swelling and there definitely is quite a bit of swelling."
30,hybrid,none,none,polish_35,blog,"Saturday, we took Connor to Fireman's Park, thinking the fireman's Easter egg hunt was to start at 11 am. It turned out it was on the Friday. Thank goodness I brought a bag of eggs with me, just in case. So Connor had a great time finding eggs out in the park. Sunday morning when he woke up, he was so excited that the Easter bunny had come. There's nothing better than seeing the excitement on your child's face. After egg hunting, we all went to church. Even though the Easter bunny is fun and all, we do make sure our kids know the true meaning of the holidays. This was Megan's first Easter, she looked so cute in her jean dress and stockings."
31,hybrid,none,none,polish_35,blog,"Friday, November 22, 2002 - Woohoo, my boots are at the house! I forgot and had them delivered to my house instead of work, so I have to wait another four hours to get them. Ah, these are the face boots, and Tredair flame boots. I rock! I somehow managed to get a flat tire. Luckily, I'm at work, so the guys are going to inflate it for me and make sure it holds air. If not, they're going to change my tire and slap the spare on it. Thankfully, my spare is full-sized. I may get to buy a new tire tonight, woohoo! Here I come! I thought I had found another VW."
32,hybrid,none,none,polish_35,blog,"I've had a change of heart regarding my previous stance on this matter. I realize that parents, despite their good intentions, may not truly understand us. They may think they know us well enough to read our emotions from our facial expressions, but they can't. Parents know nothing about our inner thoughts and feelings. When I go upstairs to discuss the situation with my parents after arguing with Nicole about Kelli, I feel frustrated because I don't feel the need to constantly explain myself. Here's the situation with Nicole and Kelli  Kelli and Nicole have a strained relationship."
33,hybrid,none,none,polish_35,blog,"Music for the day  94.7 FM. Almost didn't make it to work on time due to a huge accident at 14th and Constitution that's causing traffic hell in Virginia. Thankfully, I was able to skillfully get my car from the far left lane to the far right, and managed to get onto Route 50. All of this, of course, means nothing to anyone unless you live around here, so never mind. I'm happy to be sitting here, as opposed to still sitting in my car. Yesterday, Sara decided to Google me...and lo and behold, the email I wrote to Ivan Meisel on ESPN.com was published online! I had no idea; I thought it wasn't the most well-written argument, but I guess someone thought otherwise."
35,hybrid,none,none,polish_35,blog,"I had the pleasure of watching Harry Potter and the Prisoner of Azkaban on the opening day after school on Friday. I must say, it was a bloody brilliant film! Daniel Radcliffe, aka Harry Potter, has grown up so fast, and he is so adorable! I even wore a Ravenclaw tie, although I prefer Gryffindor. I give the movie 4 and a half stars, as they left out some important details. Overall, the movie was good, and I might go see it again in two more weeks."
36,hybrid,none,none,polish_35,blog,"Pears and peanut butter attempt #2. I have a hard time with pears this time, and my own jar of peanut butter, which I can dip the pears into, but it's still crunchy peanut butter, not smooth, and I definitely think it makes a difference. I'm also slightly perturbed as I thought this was a healthy snack, and I've just noticed that per 5th of a jar (and our jars are way smaller) as in per 100g there are 614 calories. I've just got back from an evening out at my old music teacher's house. Yes, I know... I missed her for that, but I did tape it! I've also discovered that they're showing repeats of series 9 every morning at 9 55. It was good seeing my friend; it's strange but good."
37,hybrid,none,none,polish_35,blog,"Urllink some people are jumping to connect urllink this dot   the urllink organization for security and cooperation in Europe was invited to monitor the election by the state department. The observers will come from the OSCE's office for democratic institutions and human rights. It will be the first time such a team has been present for a U.S. Presidential election. With urllink this dot   a baker's dozen of congressional democrats, among them four New Yorkers, has petitioned U.N. Secretary-General Kofi Annan to dispatch international observers to Florida to oversee this year's presidential election."
38,hybrid,none,none,polish_35,blog,"My mood has lifted. I'll take Prozac until late in the day, very sad and prone to tears, but a surprise visit from my boyfriend and an ice cream sundae and holding his hand after a scary dream where people were shooting machine guns at the news bureau lifted my spirits. I won't have to work this morning, but I do need to call a man at KMiZ to get his rate card. Tonight, I get to see two of my best friends, Amy and Kate, and maybe I'll see someone I haven't seen in a while for our WW date."
39,hybrid,none,none,polish_35,blog,"So, a lot has been going on with me recently. So, Debbie, like, fought with me over what I was allowed to use. I mean, come on, do you pull out enough expensive china to feed a entire freaking black Baptist choir! So, anyway, she had dishes galore! Sauces, tea pots, coffee cups, wine goblets, water glasses, seven different types of forks and spoons, dinner plates, salad plates, dessert plates, soup bowls, side bowls... I was like, 'Oh my God!' And then she yells at me for eating appetizers as the turkey was cooking! I was like, 'I will eat it, I swear, I swear, I swear!' So, then to the hospital with my father."
40,hybrid,none,none,polish_35,blog,"Gop gets scolded on recruitment naturalization ceremonies in Jacksonville are to be relocated after complaints that gop activists registered new citizens as republicans. By Gary Fineout and Alfonso Chardy, the citizenship ceremony in Jacksonville seemed to go off as usual, with a crowd of nearly 200 people going home as new Americans. Just before the new citizens left the June 29 event, an immigration official directing the swearing-in urged them to stop by a voter registration table, a not uncommon sight at naturalization ceremonies."
41,hybrid,none,none,polish_35,blog,"Here's the good news  I'm taking up the role of the project leader for my project from Monday. My current project plan is going to be onsite on the day after tomorrow, that's today. I'll be coordinating with 2 onsite coordinators and 8 team members. I'm currently tied up with K.T. plans since one other project with team 8 is going to help us in the next release because it's going to be a big one. The Monday BS 7799 security audit is going to happen in Chennai Infy. A lot of things need to be fine-tuned at this stage. I'm just hoping I'll carry out all the responsibilities smoothly. Let's see. Bye then."
42,hybrid,none,none,polish_35,blog,"I've decided to take a sub-day off today, Wednesday the 10th in Japan, to recharge my creative energy. I've been accumulating sub-days and feel I need a break. I'm not blind to the fact that I'm getting ripped off, but I'm taking it in stride. I'm off to get some Mexican food at the American-style diner across the street from the post office in my prefecture."
43,hybrid,none,none,polish_35,blog,"I take great pride in ensuring that all who visit Casa Pescatore feel comfortable as they would in their own home. I strive to make them feel at ease, as they would in their own residence. Yesterday, I believe I succeeded. The masses gathered on Perry Avenue, which many consider an ""extreme prejudice,"" at 4 30 pm. My best friend Eric and his son Nunu arrived with a massive pan of baked ziti. The tables were set, and I had all the food I cooked, and the bells were ringing wildly. Before I could even blink, my best friend from Florida walked through the door, and that brought a smile to my face. I missed that motherfucker so much. The bonus was him bringing his wife along; she's expecting, and this is the closest I could get to being an uncle. I spoiled that girl with tray after tray of food and tiramisu."
44,hybrid,none,none,polish_35,blog,"I liked the idea of that as an offense - perhaps that could have been a way out of being burned as a witch. As a non-American blogger, I've been a little reluctant to get involved in some of these discussions, particularly the bits about flags, but since I started it, I suppose I'd better say something. Firstly, I think that the idea of having a law against flag-burning is completely nuts. The moment you start according to a symbol - any symbol - that kind of automatic reverence and protection, you've taken a small but important step towards totalitarianism. Symbols are kind of fickle - they don't a priori represent anything in themselves; it's what they are perceived as meaning or made to represent that's important."
46,hybrid,none,none,polish_35,blog,"I'm excited to finally see what my blog will look like. This is the place to start, and I'm not sure what will happen here, but I'll take it one step at a time. I spend a lot of time in front of a machine, so I might as well make the most of my time and share my thoughts and ideas. I was inspired by a blogger who kept us updated on her daily life, and I'll try to do the same."
47,hybrid,none,none,polish_35,blog,"1. What's your favorite movie or series of movies? If it's not obvious, I have one of the largest collections of'stuff from that movie series'. 2. Can you play an instrument? I rock out on the bass guitar. 3. What's the biggest money-wasting vice? My compulsive buying of DVDs or any new technology. 4. Do you have any phobias, allergies, or compulsive behaviors? No, I must bank-face all my money in my wallet in order from least to greatest at all times. 5. How much wood could a woodchuck chuck if a woodchuck could chuck wood? Because I said so."
48,hybrid,none,none,polish_35,blog,"I had the opportunity to watch Troy tonight with my family. I was not particularly impressed. I'm too tired to go into specifics, but I do think it had potential. However, I believe too much energy was spent on the set, which was magnificent, and not enough on creating a solidifying tone, theme, etc. It retold the story, but it was not particularly gripping, and I don't feel like I gained anything from watching it. The character development was rather weak. Additionally, I thought the score was poor, and was basically a knock-off of the Gladiator. The Gladiator used the background music of a moaning woman, and it worked because it backed up and complemented a genuinely gripping narrative."
49,hybrid,none,none,polish_35,blog,"Welcome to the newest atom/rss reader on the block, pulpfiction 1.0 from freshly squeezed software. It appears to have native app goodness. Please note that it is not free, as it seems to be a 'hot topic' on the internet. You can try it for 15 days and then switch to something else, or pay $25 if you like it. A notable feature is how each post is its own entity, and can be moved around, stored, labeled, and even deleted. This could make some news tracker type people very happy. It imports and exports opml, as expected."
50,hybrid,none,none,polish_35,blog,"Today, I miss my sister terribly - it just seems strange not to have her around, annoying me (just joking...). Even though it was only for a week, she really made her presence felt, and I mean that in a good way. Just doing the scrapbook for our trip to Tasmania brings fond memories of a time past recently - last week in fact. Maybe it's just the thought that I won't see her for quite a while - with her going to Bristol in September and all. She represented, on a deeper level, a link to my family back home. Oh how I miss them all. Tomorrow is the start of a new term. How did the holidays fly by so quickly?"
51,hybrid,none,none,polish_35,blog,"Ever have those days when you just don't know what the world is doing. What the point of it all is? No, well then you should skip the rest of this because it won't make any sense to you. To those of you choosing to continue on, I offer the following observation  sometimes I wish I'd been given the manual. If done correctly, at least let you know what things are for, what they can do, how they do the things they do, what happens if you push button x or y, and what to do if things aren't doing what they're supposed to. The phone number and email address of the omniscient guru who can solve every problem would be very useful information. Unfortunately, I didn't get a manual with me."
52,hybrid,none,none,polish_35,blog,"And there's nothing wrong with PCs if I were a full-bore gamer with time to do such a thing, I'd certainly have a PC system for the wealth of available games. Though except for a few unique products, that huge wall of games at CompuSa starts getting repetitive after a while - at first I'm envious, then I start noticing that it's really just a lot of different flavors of the same soda... first-person shooters, mystery games, strategy games, simulations. It's like the endless movie trailers that begin with the line  'In a world...'"
53,hybrid,none,none,polish_35,email_content,"Lynn, following our discussion yesterday afternoon, Reyna and I came back and reviewed the Nsp powerpac agreement. We were specifically looking for language in this agreement which may require us to true up for the customer regardless of whether or not we were allocating storage on a given gas day. We couldn't put our finger on any language in the current agreement (dated April 1, 2001) that requires us to true up for them, but perhaps we overlooked or misinterpreted something."
54,hybrid,none,none,polish_35,email_content,"Mcash.nsf, all is fine - no disparate impact in the selection. However, I would appreciate seeing data on why certain individuals were selected. Thank you. Michelle Francisco dejesus@enron 10/12/2000 06 07 pm to  Michelle Cash/Hou/Ect@Ect cc  Subject  Re  HLP-Employee List Michelle, thank you. Could you please share the results? Regards, Frank Michelle Cash@Ect 10/12/2000 02 32 pm to  Francisco Dejesus/NA/Enron@Enron cc  Subject  Re  HLP-Employee List FYI. ---------------------- Forwarded by Michelle Cash/Hou/Ect on 10/12/2000 02 31 pm --------------------------- Enron North America Corp. From  Felecia Acevedo @ Enron 10/12/2000 01 43 pm to  Michelle Cash/Hou/Ect@Ect cc  Subject  Re  HLP-Employee List Michelle, I have completed this analysis. Are you available in your office this afternoon?"
55,hybrid,none,none,polish_35,email_content,"Gnemec (non-privileged). I am ok with the matrix. Please note that any GTC with a term of 9 months or longer should be signed by Enron and counterparties. Nelson, are you ok with using a GTC spot for one-day deals? Original message  From  Hesse, Lisa, sent  Wednesday, November 14, 2001 5 32 pm, to  Nemec, Gerald, subject  Re  ENA Upstream ""Matrix"" See below is the template. Lisa. Original message  From  Richardson, Stacey, sent  Wednesday, November 14, 2001 5 20 pm, to  Hesse, Lisa, CC  Gonzales, Sharon; Elledge, Susan, subject  ENA Upstream ""Matrix"" Lisa, this is the matrix I got from Judy Thorne on which GTCs to use. Can you please double-check it and see if anything has changed?"
57,hybrid,none,none,polish_35,email_content,"Hello, I just spoke with Holly at Raphael House. She said that the meeting on Thursday, November 2, will be at 6 pm at the Downtown Marriott (1041 SW Naito-within walking distance from here). The meeting will be held on the ballroom level, which is one floor below the lobby. If you are interested in the 8 am - noon or noon - 4 pm shifts on Saturday, you are encouraged to attend this meeting. If you cannot make the meeting, then just show up at those times on Saturday. I plan on going to the meeting on Thursday, so let me know if you're interested in going together. Thanks again and hopefully this is the last email!"
58,hybrid,none,none,polish_35,email_content,"I am so sorry to hear about the fire. I'm glad to hear that no one was hurt. I had not heard about it until you called me today. Please let me know if there's anything I can do. Do you need me to get you anything over here and ship it to London? I can certainly understand that you will reconsider the trip to Houston next week. I know you must have hundreds of details to handle. My plan right now is to be off the week of Thanksgiving. My nanny will be on vacation that whole week so that she can make a trip out of town. I may do some work early in the week, but likely from home."
59,hybrid,none,none,polish_35,email_content,"Dear all market participants, 

The emergency tariff filing by the California ISO last Friday has had a negative effect on the PX day ahead auction market. The mixture of soft and hard caps results in a complete disconnect and unacceptable risk to all of our participants. The overall effect will be that supply will still defer to the higher realized price opportunity the ISO offers. The PX is petitioning Terry Winter of the ISO to immediately allow for adjustment bids on any submitted schedule at any price relevant."
60,hybrid,none,none,polish_35,email_content,"Scott, certainly. You might also be interested to know that I spoke at length today with Lad Lorenz, and like most parties to this proceeding, Socal Gas is awfully tired of this fight. Lad doesn't expect that Socal will file any sort of substantive challenge to the CPUC's decision. Of course, Socal will ultimately have the lead in writing the tariff sheets which implement the features of the settlement. I told him that, most likely, we will monitor the implementation phase of the proceeding but was probably not going to mount any serious challenge to the CPUC's decision."
61,hybrid,none,none,polish_35,email_content,"Dear owner,

As of April 4th, 2001, we will be changing our bank from Lloyds TSB to Citibank. If you have any problems receiving your monthly or quarterly payments, please do not hesitate to contact me. With kind regards, Jo Hillier-Smith, Owner, Care Manager, Sunsail Worldwide Sailing Ltd. Tel  +44 (0) 2392 222215, Email  joh@sunsail.com. This email and any attachment is intended for the named addressee(s) only, or a person authorized to receive it on their behalf. The content should be treated as confidential and the recipient may not disclose this message or any attachment to anyone else without authorization. Unauthorised use, copying or disclosure may be unlawful. If this transmission is received in error, please notify the sender immediately and delete this message from your email system."
63,hybrid,none,none,polish_35,email_content,"Mark Guzman, 6-28-02, just wanted to make sure you saw this from Les Rawson concerning Grays Harbor and Willamette. Bill beginning immediately, Enron has purchased control area reserves service from BPA. The allows services to sell unit contingent energy as hourly firm since BPA is supplying reserves for up to 60 minutes. If Grays Harbor paper notifies RT of a unit derate or outage RT should notify BPA dispatch immediately and make the reduction in the schedule during the next ramp. For example, should Grays unit trip as 1333 RT would notify BPA and the sink that across the top of the hour for 1400 the schedule would be taken to zero for he 1400. The bottom line is that 60 minutes is the maximum time BPA will carry the schedule."
64,hybrid,none,none,polish_35,email_content,"Here are their credit issues  1. In the cross-default language that wants to add language that basically says that even if a cross-default occurs, unless the non-defaulting determines in good faith that performance by the defaulting party of its obligations under the master is ""endangered"", then no cross default is triggered."
65,hybrid,none,none,polish_35,email_content,"Patti is setting up a meeting with James for this Friday. I just left a message and asked her to let you know the scheduled time, which is 10 30. I hope to have that meeting with James then."
