id,model,decoding,repetition_penalty,attack,domain,generation
11,hybrid,none,none,polish_minor,blog,"I've come to the realization that my monopoly phase has run its course, and I'm vowing to never lay my hands on that iron again - not the hot one, but the game piece. Tonight, Andy beat me by a few small dollars and won the Farqu game, possibly because I let him win on account of him leaving in a few short hours and me wanting him to feel good on his last night here. Regardless of how the story goes, it can't compare to this Texas-sized headache I have at the moment. I've taken some Aleve and must say they're doing the trick; all I need now is some well-deserved rest and relaxation. Your phone's the one that helped me wrap the cord around your neck... at the drive-in."
12,hybrid,none,none,polish_minor,blog,"Well, today has been a long day. We drove home from Indiana. I suppose I'll have to be selective about what I write about, as I could easily take up a significant amount of time and space, and I'm just not feeling energetic enough. First, I must say that camp was truly awesome and even better than I could have expected. God has been doing so much in my life lately, and it's just amazing. I've sort of turned over a new leaf, but I'm back to the beginning. We arrived at the Twiggs' house on Friday evening and stayed until we left for camp on Monday. Most of what we did was visit the fair, attend church, watch a parade, go to Walmart, and watch movies."
13,hybrid,none,none,polish_minor,blog,"Today is my last day of summer vacation! I'm excited but also a bit anxious, as I have a dentist appointment at 9 am. I'd rather get it over with now rather than trying to schedule it during the first month of my surgery rotation. I'm definitely feeling nervous, scared, and jittery about the thought of it. As a perfectionist, I thrive on excelling at everything I do. However, starting new things can be challenging. I dislike being a pawn and not knowing what's going on, as I told Cassie, 'I'm going to be the only pawn on the chessboard who insists on moving like a knight.' This is going to be a whole new ball game for me."
14,hybrid,none,none,polish_minor,blog,"Arun Shourie discusses how, as early as 1996, the then-governor of Uttar Pradesh warned about the looming threat of a 'third Islamic state' emerging in the subcontinent. T.V. Rajeswar, the former head of the Intelligence Bureau and current governor of Uttar Pradesh, had previously predicted this dire threat in a series of articles published in the Hindustan Times. Shourie raises a pertinent question when he asks, does the fact that T.V. Rajeswar, rather than himself or Mr. Advani, penned these warnings make them more credible? Or do you conclude that Rajeswar's consistent warnings suggest he is a closet communalist and unfit to continue as governor of Uttar Pradesh?"
15,hybrid,none,none,polish_minor,blog,"Attitude  indifferent, mood  bored. I'm looking forward to tonight after a long, hard day in the trenches. I barely had any time to write anything for you readers, but I'm glad to see Tigger taking over the reins and making an appearance. She's talking about things, and I don't have much to say about them. Yesterday, I attended a production of Shakespeare on the green, which was a lovely play, but I had to leave before the closing curtain, which was a bit disappointing. However, I hope to see the entire play someday. I digress. Akcron is correct about the problems with the shower - it's just that it's hard not to laugh at myself in the shower, and the looks people get when they're committing self-torture can be quite entertaining."
16,hybrid,none,none,polish_minor,blog,"For the past two days, I've been overwhelmed with debilitating exhaustion, feeling utterly drained. Last evening, I went home and collapsed into a deep sleep, only rousing myself when my mother called me around 8 30 PM. Upon waking, I found myself in a darkened room, struggling to discern the time or date. For a few disoriented seconds, it was just my mother's voice in the darkness and my futile attempts to grasp reality. I find myself wondering why I'm feeling so fatigued... The weather outside is quite pleasant today, with a gentle drizzle falling from the sky. Although, I'm told it's been raining nonstop for the past three days in Calcutta."
17,hybrid,none,none,polish_minor,blog,"Last night was a disappointing evening. I had to abandon the sweater I was knitting, as I had only about 14 inches completed. Unfortunately, I lost around $10 worth of yarn (it's $8 per skein), as it had developed too many stitches by the time I reached the armholes and the mohair was knotting itself together as I knitted, making frogging (ripping out rows) ineffective. The yarn broke a significant amount. I didn't even swear, which is unusual for me. I simply ripped it apart and spent the evening watching season two of Sex and the City (a great way to unwind, actually!). Eventually, I grew tired of it and discarded the project. I suppose I did learn a thing or two from the experience."
18,hybrid,none,none,polish_minor,blog,"Last night in class, we discussed the assigned reading for the week, specifically Edward S. Casey's ""Getting Back into Place  Toward a Renewed Sense of the World"". The first chapter, ""Implacement"", and the second, ""Displacement"", caught my attention. In the first chapter, Casey argues that our contemporary world and culture revolve around time as the situating force  we're running out of time, we've saved time, and we're just in time. He makes the case that using place as the center of culture provides a more grounded community. So far, this book is the first reading that has truly captivated me."
19,hybrid,none,none,polish_minor,blog,"Whatever they put into freeze pops to create their vibrant colors, there must be some sort of warning  it may make your life a bit surreal. And while giggling is enjoyable, one wonders if we would have found ourselves stumbling upon that fire escape, drinking beer in the fierce wind, had we not been snacking on them earlier. Finding ourselves in a doorway to a bar sadly closed for business, we stopped to flip through an office-supplies catalogue that had arrived in the mail. Lucky we did. Who could possibly have anticipated that within these pages were the special deals of a lifetime? Not I, for certain. I'll list a few  buy 36 permanent marker pens, get a stunt kite. Buy 30 lever-arch files, get a barbecue."
20,hybrid,none,none,polish_minor,blog,"I'm currently listening to 'The Little Drummer Boy' by Stevan Pasero. Meanwhile, I have a post about the recent 39-hour Senate session, where Republicans dominated the judicial nominations. I must admit, I didn't watch the entire ordeal, but I did tune in a couple of times. The entire exercise was a colossal waste of time, orchestrated by Republicans who were upset that Democrats wouldn't rubber-stamp four of President Bush's controversial judicial nominees, allowing them to score political points by prolonging the process. It's worth noting that Democrats have already confirmed 168 of Bush's judicial nominees, but that wasn't good enough for the power-hungry Republicans, who seem to believe they have a mandate for this kind of political grandstanding."
21,hybrid,none,none,polish_minor,blog,"This weekend was a good one. After a long time, I spent a lot of time outdoors, indulging in some much-needed greenery. Additionally, I made time to listen to a lot of music, something I should have started doing sooner. I also read a lot, finishing three books over the weekend  Bruce Sterling's 'Heavy Weather', Larry Niven's 'World of Ptavvs', and Octavia Butler's 'Parable of the Sower'. 'Heavy Weather' was a thrilling cyberpunk romp through a near-future USA, ravaged by global warming and anarchy. While it was cleverly written, well-paced, and altogether very convincing, I must admit that I didn't come away with any truly profound insights about the story or characters. Not that they aren't well-crafted and vividly portrayed - it's a good book, but not a great one, in my opinion."
22,hybrid,none,none,polish_minor,blog,"The aftermath of the first week back from practicum was a struggle, but it wasn't until the second week that the smoke began to clear. Post-practicum trauma was a hidden epidemic that is only now coming to light. I was struck, but the eventual meeting with the course coordinator allowed me to release my burden, and in doing so, I prevented another student from being stuck with a pedagogically deficient practicum experience. Yesterday, on Monday, I ran into another agitated classmate who was determined to warn the student who was about to embark on the next practicum, and I calmed her down, suggesting that we should first approach the administrator."
23,hybrid,none,none,polish_minor,blog,"Well, things have been incredibly busy around here, but there's always time for stress-relieving activities. I've found that I'm not exactly a pro at 8-ball and ping pong! Rick, also known as the Canuck, consistently beats me in regular matches - we have a ping pong table in the front lobby of our building, always available for a quick game. Last night, I participated in an 8-ball tournament at the hot spot, our recreation tent, which is equipped with a popcorn machine, multiple TVs, a jukebox, DVD rentals, a pool table, dartboard, and, of course, the ever-present ping pong table. I was doing quite well throughout my one entire game until I scratched on the eight ball, unfortunately. Despite that, I still had a great time - the most enjoyable part was when two Dutch soldiers joined the tournament."
24,hybrid,none,none,polish_minor,blog,"Fall 1974  I was attempting, for what felt like the 13th time, to push through the second chapter of my high school algebra book. As I'm not a math person, I hate math; I'm math-phobic. You get the picture. As I struggled to make sense of algebra, the doorbell rang. I put down my book and went to answer it. No one was there. Great. I returned to my studies and, just as I was finding a glimmer of understanding buried in my subconscious, the doorbell rang again. Bam, just like that my breakthrough disappeared. I went to the door and, once again, no one was there. Just what a struggling math student needs, an uninvited practical joker."
25,hybrid,none,none,polish_minor,blog,"This past week has been nothing short of exhausting. I spent Tuesday to Thursday finishing the move to my new classroom. The new room is bigger and closer to my grade-level team, which are the things I need to consider as I spend hours upon hours preparing my room for this year. Had I known I was going to move prior to the end of my school year, I would have discarded much of the books and supplies I no longer use. Unfortunately, it all came with me. So this week was spent moving, unpacking, and purging profusely. I have to thank my teammate, Jill, for helping with all of this. She was still teaching this month in my old room, so she and her lovely students moved almost my entire room for me."
26,hybrid,none,none,polish_minor,blog,"You can't help but feel it, you can't escape it  a piece of you will always remain with me. Even if I never bore you a child, even if I was never married to you, even if I was never officially bound to you... I loved you immensely, and to this day, the feeling still resonates within my heart. Forever, I will always be reminded of the few precious nights we spent together, our hearts and limbs intertwined in a soulful embrace, bathed in the salty darkness of an evening by the beach... or a kiss under the rain. Whenever I feel the sensation of a dark glass piercing my heart, you will be there. That piece of you... the eternal love that once resided within me... and still lingers. For her."
27,hybrid,none,none,polish_minor,blog,"I'm uncomfortable with investigative reporting. The concept seems quite unsettling to me. Or, I'll rephrase it - the article I'm working on and its consequences aren't exactly something I'm comfortable with. Perhaps it's because I don't believe in it strongly enough, so I can't quite grasp the full extent of it. The underlying passion behind it. The full-fledged commitment towards it to question. I've grown up in a country where you're not encouraged to ask questions. In fact, you're often discouraged from doing so. They can even put you in jail for asking questions, citing internal security measures. I'm not accustomed to this freedom of speech, nor am I used to speaking out loud. I'm not the most natural person to voice my opinions freely."
28,hybrid,none,none,polish_minor,blog,"We had an outing yesterday with my colleagues from the bank. We ventured to Guintubdan, La Carlota, a destination many of us had never visited before. The trek to the falls was a 30-minute walk, and we were all panting by the end of it. Whew! But we persevered and made it to the falls. The water was icy cold, and the chill was palpable, making our bodies feel numb. We stayed for less than an hour before heading to the nearby waterfalls, which required another 30-minute trek. Despite the challenges, the trip was well worth it, as the falls were calming and the scenery was breathtaking. It was as if we could hear ourselves harmonizing with nature. Soaking in the cold water felt like a form of communion with Mother Earth. The combination of cold air and water was almost soporific, making us feel lulled to sleep."
29,hybrid,none,none,polish_minor,blog,"I'm sure my sisters are quite tipsy after a night out in San Diego. When it's drinking time, it's the one thing I didn't get from the Buenaventura, they love to drink. There are few occasions I don't mind drinking, but let's just say they are quite rare. With a month left before Ed leaves, I think it's starting to sink in with Ed and all of us. I think it sank in with me a long time ago. I just hope Ed will be here for Bailey's surgery. We've been keeping an eye on his swelling, and there's definitely quite a bit of swelling."
30,hybrid,none,none,polish_minor,blog,"On Saturday, we took Connor to Fireman's Park, expecting the Easter egg hunt to begin at 11 a.m. However, it turned out that it was scheduled for the previous day, Friday. Thankfully, I had brought a bag of eggs with us, just in case. Connor had a great time searching for eggs in the park. On Sunday morning, when he woke up, he was thrilled that the Easter bunny had visited. There's nothing quite like seeing the excitement on a child's face. After egg hunting, we attended church, even though the Easter bunny is a fun and festive part of the holiday. We make sure our kids understand the true meaning behind the holidays. This was Megan's first Easter, and she looked adorable in her jean dress and stockings."
31,hybrid,none,none,polish_minor,blog,"Friday, November 22, 2002 - Woohoo, my boots are at the house! I forgot and had them delivered to my house instead of work, so I have to wait another four hours to get them. Argh! These are the face boots, and Tredair flame boots. I rock! I somehow managed to get a flat tire. Luckily, I'm at work, so the guys are going to inflate it for me and make sure it holds air. If not, they're going to change my tire and slap the spare on it. Thankfully, my spare is full-sized. I may get to buy a new tire tonight, woohoo! Here comes the spare tire I had. I thought I had found another VW."
32,hybrid,none,none,polish_minor,blog,"I previously expressed my support for my parents, almost to the point of taking their side. However, I've had a change of heart. Parents often think they know us too well, to the point where they can read our emotions from our facial expressions. But they don't truly know us. And when I go upstairs after arguing with Nicole about Kelli, as I just did a few minutes ago, and they ask me to tell them what's wrong. Yes, how about you let me handle it? I don't need to constantly explain what's bothering me. Here's the situation with Nicole and Kelli. Kelli and Nicole don't get along. At all."
33,hybrid,none,none,polish_minor,blog,"Music for the day  94.7 FM almost didn't make it to work on time. There was a huge accident at 14th and Constitution that's making traffic hell in Virginia. Thankfully, I was able to skillfully get my car from the far left lane to the far right, and I was able to get onto Route 50. All of this means nothing to anyone unless you live around here. So, never mind. I'm happy to be sitting here, as opposed to still sitting in my car. Yesterday, Sara decided to Google me, and lo and behold, the email I wrote to Ivan Meisel on ESPN.com was published online! I had no idea; I thought it wasn't the most well-written argument, but I guess someone thought otherwise."
35,hybrid,none,none,polish_minor,blog,"I recently saw the movie 'Harry Potter and the Prisoner of Azkaban' and I must say it was absolutely brilliant! I went to see it on the opening day after school on Friday. Yes, I saw it on the opening day, thanks to Mike for the ticket! Daniel Radcliffe, aka Harry Potter, has grown up so quickly, and he's so adorable! Malfoy too, haha. Overall, I give the movie 4.5 stars because they left out some important details. Despite that, the movie was good. I didn't dress up to see the movie, but I did wear a Ravenclaw tie, even though I prefer Gryffindor better. I might go see the movie again in about two weeks."
36,hybrid,none,none,polish_minor,blog,"I've had a tough time with the pears, and I have my own jar of peanut butter to dip them in, but it's still crunchy, not smooth, and I think it makes a difference. I'm also slightly perturbed that I thought this was a healthy snack and just noticed that per 5th of a jar (and our jars are much smaller) as in per 100g there are 614 calories. I've just returned from an evening out at my old music teacher's house. Yes, I know I missed her, but I did tape it! I've also discovered that they're showing repeats of Series 9 every morning at 9 55. It was good seeing my friend, a strange but good experience."
37,hybrid,none,none,polish_minor,blog,"The URL link to some people is jumping to connect URL link this dot  the URL organization for security and cooperation in Europe was invited to monitor the election by the state department. The observers will come from the OSCE's office for democratic institutions and human rights. It will be the first time such a team has been present for a U.S. presidential election. With URL link this dot, a baker's dozen of congressional Democrats, among them four New Yorkers, has petitioned the U.N. Secretary-General Kofi Annan to dispatch international observers to Florida to oversee this year's presidential ballot. I humbly disagree. Based on the information available, the OSCE seems to be coming here to learn from the U.S. election process, not to oversee it, which was the original partisan and childish call for U.N."
38,hybrid,none,none,polish_minor,blog,"My mood has lifted. Forthcoming days ahead, I plan to take Prozac until late tonight, feeling very sad and prone to tears. But a lovely surprise at my doorstep - an ice cream sundae, and holding my boyfriend's hand - made my day better. After having a terribly scary dream, in which people started shooting machine guns at the news bureau, I felt better. I don't have to work this morning, but I do have to call a man at KMiZ to get his rate card. Tonight, I get to see two of my best friends, Amy and Kate, hopefully with time to study in between. And tomorrow, maybe I will see someone I haven't seen for quite a while for our WW date."
39,hybrid,none,none,polish_minor,blog,"So, a lot has been going on with me lately. So, Debbie like fought with me over what I was allowed to use. I mean, come on, do you pull out enough expensive china to feed a whole frickin' black Baptist choir! So, anyway, she had dishes galore! Sauces, tea pots, coffee cups, wine goblets, water glasses, seven different types of forks and spoons, dinner plates, salad plates, dessert plates, soup bowls, side bowls... I was like, 'Oh my goodness!' And then she yelled at me for eating appetizers as the turkey was cooking! I was like, 'I will eat, trust me, grarrg!' So, then to the hospital with my father."
40,hybrid,none,none,polish_minor,blog,"At a recent naturalization ceremony in Jacksonville, a unique scene unfolded. A crowd of nearly 200 people gathered to welcome the newest Americans, but just before they left, an immigration official made an unusual request. The official, directing the swearing-in, urged the new citizens to stop by a voter registration table, where a group of Republican volunteers were waiting to distribute forms. The volunteers had checked the party affiliation box ahead of time, ensuring that all the new voters would be registered as Republicans. The unusual scene was witnessed by Linda Cross, who was there to support her husband, Dario Cruz, as he took his citizenship oath."
41,hybrid,none,none,polish_minor,blog,"Hello, one piece of good news is in store for you. I am taking up the role of project lead for my project, which will begin on-site the day after tomorrow. I will be coordinating with two on-site coordinators and eight team members. As of now, I am tied up with KT plans, as one other project with a team of eight will be helping us in the next release because it's going to be a big one. The Monday BS 7799 security audit will take place in Chennai Infy. A lot of things need to be fine-tuned at this stage. I am just hoping that I will be able to carry out all the responsibilities smoothly. Let's see. Goodbye for now. Best regards, Kavitha."
42,hybrid,none,none,polish_minor,blog,"So, it's not really hooky, but I've been accumulating sub-days and decided to cash one in today, Wednesday, the 10th in Japan (the post-time gives the US date, so it's technically not correct), so I can just goof off for a couple of days. Nothing like 48 hours of daydreaming to get one's creative energy back. I have it good for a foreigner, and my timing was good, too. The illustration part is the icing on the cake. I'd probably complain more if that didn't fall in my lap. I know I am getting ripped off, though. I'm not blind to that fact. Getting hungry. Might go get some Mexican food at Speak Easy, the 'American-style' diner just across the street from the post office in my little prefecture."
43,hybrid,none,none,polish_minor,blog,"I've always taken great pride in making every guest at Casa Pescatore feel as comfortable as possible. I strive to ensure they feel at home, just as they would in their own residence. Yesterday, I'm proud to say I succeeded. The masses gathered on Perry Avenue, where many consider it an extreme privilege, at 4 30 pm. My best friend Eric and his son Nunu arrived with a massive pan of baked ziti, and the tables were set with all the food I had prepared. The bells were ringing loudly. Before I could even blink, my best friend from Florida walked through the door, and that brought a huge smile to my face. I missed that guy so much. The bonus was him bringing his wife along; she's expecting, and this is the closest I could get to being an uncle. I spoiled that girl with tray after tray of food and tiramisu."
44,hybrid,none,none,polish_minor,blog,"I have been hesitant to get involved in some of these discussions, particularly the bits about flags, as a non-American blogger. However, since I started it, I suppose I'd better say something. Firstly, I think the idea of having a law against flag-burning is completely misguided. The moment you accord automatic reverence and protection to any symbol, you've taken a small but significant step towards totalitarianism. Symbols are fickle - they don't inherently represent anything in themselves; it's what they are perceived as meaning or made to represent that's important."
46,hybrid,none,none,polish_minor,blog,"I'm excited to see what my blog will look like, but I'm still in the process of figuring it out. As I spend a lot of time in front of a screen, I might as well make the most of my time and share my thoughts, ideas, and experiences with others. I was inspired by a blogger who kept me updated on her daily life, and I'll try to do the same. She shared her daily experiences in an intimate and entertaining way, and I'll strive to do the same."
47,hybrid,none,none,polish_minor,blog,"1. Everyone is obsessed with one movie or series of movies, what's yours? The Evil Dead series, for instance, if it wasn't obvious. I have one of the largest collections of ""stuff from that movie series"" ever.

2. Can you play an instrument? I play the bass guitar, and I rock out.

3. What is the biggest money-wasting vice? I'd say my compulsive buying of DVDs or any new technology is my biggest vice.

4. Do you have any phobias, allergies, or compulsive behaviors? I don't have any phobias, allergies, or compulsive behaviors. However, I must bank-face all my money in my wallet in order from least to greatest at all times.

5. How much wood could a woodchuck chuck if a woodchuck could chuck wood? Because I said so."
48,hybrid,none,none,polish_minor,blog,"I recently watched Troy with my family and was not particularly impressed. While I won't go into specifics, I do think it had potential. However, I believe too much energy was devoted to the set, which was magnificent, and not enough on creating a solidifying tone, theme, and so on. The retelling of the story was not particularly engaging, and I don't feel like I gained anything from watching it. The character development was somewhat weak. Additionally, I thought the score was poor, and it was essentially a copy of Gladiator, which used the background music of a wailing woman to great effect because it added depth and complemented a genuinely gripping narrative."
49,hybrid,none,none,polish_minor,blog,"Introducing the newest atom/rss reader on the block  Urllink's Pulpfiction 1.0, a freshly squeezed software from Urllink. This app offers native app-like features. Please note that it's not free, as it's a paid service. You can try it for 15 days, or upgrade to a premium version for $25. One notable feature is that each post is an independent entity, allowing for easy organization, storage, labeling, and deletion. This could be a game-changer for news tracker enthusiasts. The app imports and exports opml, as expected."
50,hybrid,none,none,polish_minor,blog,"I miss my sister terribly - it just seems strange not to have her around, annoying me (just joking...). Even though she was only here for a week, she really made her presence felt, and I mean that in a good way. Just doing the scrapbook for our trip to Tasmania brings back fond memories of a time not so long ago - last week in fact. Maybe it's just the thought that I won't see her for quite a while - with her going to Bristol in September/October and all. She represented, on a deeper level, a link to my family back home. Oh how I miss them all. Tomorrow is the start of a new term. How did the holidays fly by so quickly?"
51,hybrid,none,none,polish_minor,blog,"Sometimes I have one of those days when I just don't know what the point is. What the purpose is. Anything? No, well, then you should skip the rest of this because it won't make any sense to you. To those of you choosing to continue on, I offer the following observation  I wish I'd been given the manual. If done correctly, at least, manuals would let you know  what things are for, what they can do, how they do the things they do, what happens if you push button X or Y, what to do if things aren't doing what they're supposed to, and the phone number and email address of the omniscient guru who can solve every problem – very useful information. Unfortunately, I didn't get a manual with me."
52,hybrid,none,none,polish_minor,blog,"And there's nothing inherently wrong with PCs – if I were a full-bore gamer with the time to do so, I'd certainly have a PC system for the wealth of available games. However, except for a few unique products, the huge wall of games at CompuSA starts getting repetitive after a while – at first I'm envious, then I start noticing that it's really just a lot of different flavors of the same soda...first-person shooters, mystery games, strategy games, and simulations. There are so many variations of Age of Empires that it becomes comical. Aoe – with orcs! Aoe – with spaceships! Aoe – with fuzzy wombats! It's like the endless movie trailers that begin with the line  'In a world...'"
53,hybrid,none,none,polish_minor,email_content,"Here is the polished text 

Here is the polished text 

Following up on our discussion yesterday afternoon, Reyna and I came back and reviewed the Nsp Powerpac agreement. We were specifically looking for language in this agreement which may require us to be true to the customer, regardless of whether or not we were allocating storage on a given gas day. We couldn't put our finger on any language in the current agreement (dated April 1, 2001) that requires us to be true to them, but perhaps we overlooked or misinterpreted something."
54,hybrid,none,none,polish_minor,email_content,"Mcash.nsf, all is fine - no disparate impact in the selection. However, I would still like to see data about why certain individuals were selected. Thanks. Michelle Francisco de Jesús

To  Michelle Cash/HOU/ECT@ECT
CC  Subject  Re  HLP-Employee List
Michelle, thank you. Could you please share the results?
Regards, Frank

To  Francisco De Jesús/NA/Enron@Enron
CC  Subject  Re  HLP-Employee List
FYI.

---------------------- Forwarded by Michelle Cash/HOU/ECT on October 12, 2000 2 31 pm ---------------------------

Enron North America Corp.
From  Felecia Acevedo @ Enron
To  Michelle Cash/HOU/ECT@ECT
CC  Subject  Re  HLP-Employee List
Michelle, I have completed this analysis. Are you in your office this afternoon?"
55,hybrid,none,none,polish_minor,email_content,"Gnemec (non-privileged) PST, I am okay with the Matrix. Please note that any GTC with a term of 9 months or longer should be signed by Enron and counterparties. Nelson, are you okay with using a GTC spot for one-day deals? 

Original message  From  Hesse, Lisa, Wednesday, November 14, 2001 5 32 PM, To  Nemec, Gerald, Subject  Re  Ena Upstream ""Matrix"" 

See below is the template. Lisa

Original message  From  Richardson, Stacey, Wednesday, November 14, 2001 5 20 PM, To  Hesse, Lisa, CC  Gonzales, Sharon; Elledge, Susan, Subject  Ena Upstream ""Matrix"" 

Lisa, this is the Matrix I got from Judy Thorne on which GTCs to use. Can you please double-check it and see if anything has changed?"
57,hybrid,none,none,polish_minor,email_content,"Hello, I just spoke with Holly at Raphael House. She informed me that the meeting on Thursday, November 2nd, will be held at 6 pm at the Downtown Marriott (1041 SW Naito, within walking distance from here). The meeting will take place on the ballroom level, one floor below the lobby. If you are interested in the 8 am - noon or noon - 4 pm shifts on Saturday, please feel free to attend this meeting. If you cannot make the meeting, kindly show up at those times on Saturday. I plan on attending the meeting on Thursday, so please let me know if you'd like to join me. Thanks again and hopefully this is the last email! Best regards, Anna."
58,hybrid,none,none,polish_minor,email_content,"I am so sorry to hear about the fire. I'm glad to hear that no one was hurt. I hadn't heard about it until you called me today. Please let me know if there is anything I can do. Do you need me to get you anything from here and send it to London? I can certainly understand that you will reconsider the trip to Houston next week. I know you must have hundreds of details to handle. My plan right now is to be off the week of Thanksgiving. My nanny will be on vacation that whole week, so she can make a trip out of town. I may do some work early in the week, but likely from home."
59,hybrid,none,none,polish_minor,email_content,"The chief operating officer of PX Market, John Yurkanin, sent an email on Monday, December 11, 2000, to all market participants. The email was regarding the loss of continuity in the PX day-ahead auction due to ISO rule changes, which resulted in the emergency tariff filing by the California ISO last Friday. This has had a negative effect on the PX day-ahead auction market. The combination of soft and hard caps has resulted in a complete disconnect and unacceptable risk to all participants, and will probably not provide the ISO with the sought-after reduction in real-time energy sales and procurement. The overall effect will be that supply will still defer to the higher realized price opportunity the ISO offers. PX is petitioning Terry Winter of the ISO to immediately allow for adjustment bids on any submitted schedule at any price relevant."
