domain,model,polisher,polish_type,ai_rate,human_rate
blog,gltr,gpt,10,0.2941176470588235,0.7058823529411765
blog,gpt2-base,gpt,10,0.0784313725490196,0.9215686274509804
blog,gpt2-large,gpt,10,0.196078431372549,0.803921568627451
blog,llmdet,gpt,10,0.6862745098039216,0.3137254901960784
blog,radar,gpt,10,0.4313725490196078,0.5686274509803921
blog,zerogpt,gpt,10,0.0392156862745098,0.9607843137254902
email_content,binoculars,gpt,10,0.0465116279069767,0.9534883720930232
email_content,chatgpt-roberta,gpt,10,0.1395348837209302,0.8604651162790697
email_content,detectgpt,gpt,10,0.3255813953488372,0.6744186046511628
email_content,fastdetectgpt,gpt,10,0.1627906976744186,0.8372093023255814
email_content,gltr,gpt,10,0.1395348837209302,0.8604651162790697
email_content,gpt2-base,gpt,10,0.3720930232558139,0.627906976744186
email_content,gpt2-large,gpt,10,0.4186046511627907,0.5813953488372093
email_content,llmdet,gpt,10,0.8372093023255814,0.1627906976744186
email_content,radar,gpt,10,0.4651162790697674,0.5348837209302325
email_content,zerogpt,gpt,10,0.0465116279069767,0.9534883720930232
game_review,binoculars,gpt,10,0.0980392156862745,0.9019607843137256
game_review,chatgpt-roberta,gpt,10,0.1176470588235294,0.8823529411764706
game_review,detectgpt,gpt,10,0.3725490196078431,0.6274509803921569
game_review,fastdetectgpt,gpt,10,0.1176470588235294,0.8823529411764706
game_review,gltr,gpt,10,0.4509803921568627,0.5490196078431373
game_review,gpt2-base,gpt,10,0.3333333333333333,0.6666666666666666
game_review,gpt2-large,gpt,10,0.3333333333333333,0.6666666666666666
game_review,llmdet,gpt,10,0.7647058823529411,0.2352941176470588
game_review,radar,gpt,10,0.0980392156862745,0.9019607843137256
game_review,zerogpt,gpt,10,0.0,1.0
news,binoculars,gpt,10,0.0816326530612244,0.9183673469387756
news,chatgpt-roberta,gpt,10,0.5306122448979592,0.4693877551020408
news,detectgpt,gpt,10,0.4285714285714285,0.5714285714285714
news,fastdetectgpt,gpt,10,0.2244897959183673,0.7755102040816326
news,gltr,gpt,10,0.5510204081632653,0.4489795918367347
news,gpt2-base,gpt,10,0.1428571428571428,0.8571428571428571
news,gpt2-large,gpt,10,0.2040816326530612,0.7959183673469388
news,llmdet,gpt,10,0.7551020408163265,0.2448979591836734
news,radar,gpt,10,0.0408163265306122,0.9591836734693876
news,zerogpt,gpt,10,0.1020408163265306,0.8979591836734694
paper_abstract,binoculars,gpt,10,0.0784313725490196,0.9215686274509804
paper_abstract,chatgpt-roberta,gpt,10,0.0392156862745098,0.9607843137254902
paper_abstract,detectgpt,gpt,10,0.2156862745098039,0.7843137254901961
paper_abstract,fastdetectgpt,gpt,10,0.1176470588235294,0.8823529411764706
paper_abstract,gltr,gpt,10,0.0784313725490196,0.9215686274509804
paper_abstract,gpt2-base,gpt,10,0.1372549019607843,0.8627450980392157
paper_abstract,gpt2-large,gpt,10,0.3137254901960784,0.6862745098039216
paper_abstract,llmdet,gpt,10,0.4117647058823529,0.5882352941176471
paper_abstract,radar,gpt,10,0.0,1.0
paper_abstract,zerogpt,gpt,10,0.0392156862745098,0.9607843137254902
speech,binoculars,gpt,10,0.0980392156862745,0.9019607843137256
speech,chatgpt-roberta,gpt,10,0.392156862745098,0.6078431372549019
speech,detectgpt,gpt,10,0.3725490196078431,0.6274509803921569
speech,fastdetectgpt,gpt,10,0.1372549019607843,0.8627450980392157
speech,gltr,gpt,10,0.5882352941176471,0.4117647058823529
speech,gpt2-base,gpt,10,0.3725490196078431,0.6274509803921569
speech,gpt2-large,gpt,10,0.2745098039215686,0.7254901960784313
speech,llmdet,gpt,10,0.8431372549019608,0.1568627450980392
speech,radar,gpt,10,0.196078431372549,0.803921568627451
speech,zerogpt,gpt,10,0.1764705882352941,0.8235294117647058
blog,binoculars,gpt,20,0.0,1.0
blog,chatgpt-roberta,gpt,20,0.0961538461538461,0.903846153846154
blog,detectgpt,gpt,20,0.1923076923076923,0.8076923076923077
blog,fastdetectgpt,gpt,20,0.0384615384615384,0.9615384615384616
blog,gltr,gpt,20,0.2884615384615384,0.7115384615384616
blog,gpt2-base,gpt,20,0.0961538461538461,0.903846153846154
blog,gpt2-large,gpt,20,0.3076923076923077,0.6923076923076923
blog,llmdet,gpt,20,0.7307692307692307,0.2692307692307692
blog,radar,gpt,20,0.4807692307692308,0.5192307692307693
blog,zerogpt,gpt,20,0.0384615384615384,0.9615384615384616
email_content,binoculars,gpt,20,0.0465116279069767,0.9534883720930232
email_content,chatgpt-roberta,gpt,20,0.0930232558139534,0.9069767441860463
email_content,detectgpt,gpt,20,0.3720930232558139,0.627906976744186
email_content,fastdetectgpt,gpt,20,0.0930232558139534,0.9069767441860463
email_content,gltr,gpt,20,0.2325581395348837,0.7674418604651163
email_content,gpt2-base,gpt,20,0.2558139534883721,0.7441860465116279
email_content,gpt2-large,gpt,20,0.3953488372093023,0.6046511627906976
email_content,llmdet,gpt,20,0.8837209302325582,0.1162790697674418
email_content,radar,gpt,20,0.3720930232558139,0.627906976744186
email_content,zerogpt,gpt,20,0.0930232558139534,0.9069767441860463
game_review,binoculars,gpt,20,0.0816326530612244,0.9183673469387756
game_review,chatgpt-roberta,gpt,20,0.1020408163265306,0.8979591836734694
game_review,detectgpt,gpt,20,0.3469387755102041,0.6530612244897959
game_review,fastdetectgpt,gpt,20,0.1632653061224489,0.8367346938775511
game_review,gltr,gpt,20,0.4285714285714285,0.5714285714285714
game_review,gpt2-base,gpt,20,0.3469387755102041,0.6530612244897959
game_review,gpt2-large,gpt,20,0.3265306122448979,0.673469387755102
game_review,llmdet,gpt,20,0.7551020408163265,0.2448979591836734
game_review,radar,gpt,20,0.1632653061224489,0.8367346938775511
game_review,zerogpt,gpt,20,0.0408163265306122,0.9591836734693876
news,binoculars,gpt,20,0.04,0.96
news,chatgpt-roberta,gpt,20,0.46,0.54
news,detectgpt,gpt,20,0.46,0.54
news,fastdetectgpt,gpt,20,0.2,0.8
news,gltr,gpt,20,0.6,0.4
news,gpt2-base,gpt,20,0.12,0.88
news,gpt2-large,gpt,20,0.22,0.78
news,llmdet,gpt,20,0.72,0.28
news,radar,gpt,20,0.02,0.98
news,zerogpt,gpt,20,0.18,0.82
paper_abstract,binoculars,gpt,20,0.0784313725490196,0.9215686274509804
paper_abstract,chatgpt-roberta,gpt,20,0.0392156862745098,0.9607843137254902
paper_abstract,detectgpt,gpt,20,0.3333333333333333,0.6666666666666666
paper_abstract,fastdetectgpt,gpt,20,0.0784313725490196,0.9215686274509804
paper_abstract,gltr,gpt,20,0.1176470588235294,0.8823529411764706
paper_abstract,gpt2-base,gpt,20,0.1372549019607843,0.8627450980392157
paper_abstract,gpt2-large,gpt,20,0.2549019607843137,0.7450980392156863
paper_abstract,llmdet,gpt,20,0.4509803921568627,0.5490196078431373
paper_abstract,radar,gpt,20,0.0,1.0
paper_abstract,zerogpt,gpt,20,0.0784313725490196,0.9215686274509804
speech,binoculars,gpt,20,0.0784313725490196,0.9215686274509804
speech,chatgpt-roberta,gpt,20,0.3137254901960784,0.6862745098039216
speech,detectgpt,gpt,20,0.3333333333333333,0.6666666666666666
speech,fastdetectgpt,gpt,20,0.0980392156862745,0.9019607843137256
speech,gltr,gpt,20,0.5686274509803921,0.4313725490196078
speech,gpt2-base,gpt,20,0.3333333333333333,0.6666666666666666
speech,gpt2-large,gpt,20,0.3333333333333333,0.6666666666666666
speech,llmdet,gpt,20,0.7647058823529411,0.2352941176470588
speech,radar,gpt,20,0.196078431372549,0.803921568627451
speech,zerogpt,gpt,20,0.3137254901960784,0.6862745098039216
blog,binoculars,gpt,35,0.0196078431372549,0.9803921568627452
blog,chatgpt-roberta,gpt,35,0.1176470588235294,0.8823529411764706
blog,detectgpt,gpt,35,0.196078431372549,0.803921568627451
blog,fastdetectgpt,gpt,35,0.0588235294117647,0.9411764705882352
blog,gltr,gpt,35,0.2745098039215686,0.7254901960784313
blog,gpt2-base,gpt,35,0.0784313725490196,0.9215686274509804
blog,gpt2-large,gpt,35,0.1568627450980392,0.8431372549019608
blog,llmdet,gpt,35,0.7647058823529411,0.2352941176470588
blog,radar,gpt,35,0.4509803921568627,0.5490196078431373
blog,zerogpt,gpt,35,0.0392156862745098,0.9607843137254902
email_content,binoculars,gpt,35,0.0232558139534883,0.9767441860465116
email_content,chatgpt-roberta,gpt,35,0.1162790697674418,0.8837209302325582
email_content,detectgpt,gpt,35,0.2093023255813953,0.7906976744186046
email_content,fastdetectgpt,gpt,35,0.1395348837209302,0.8604651162790697
email_content,gltr,gpt,35,0.1627906976744186,0.8372093023255814
email_content,gpt2-base,gpt,35,0.2558139534883721,0.7441860465116279
email_content,gpt2-large,gpt,35,0.4651162790697674,0.5348837209302325
email_content,llmdet,gpt,35,0.813953488372093,0.1860465116279069
email_content,radar,gpt,35,0.4186046511627907,0.5813953488372093
email_content,zerogpt,gpt,35,0.0697674418604651,0.9302325581395348
game_review,binoculars,gpt,35,0.08,0.92
game_review,chatgpt-roberta,gpt,35,0.12,0.88
game_review,detectgpt,gpt,35,0.24,0.76
game_review,fastdetectgpt,gpt,35,0.12,0.88
game_review,gltr,gpt,35,0.44,0.56
game_review,gpt2-base,gpt,35,0.28,0.72
game_review,gpt2-large,gpt,35,0.32,0.68
game_review,llmdet,gpt,35,0.62,0.38
game_review,radar,gpt,35,0.22,0.78
game_review,zerogpt,gpt,35,0.04,0.96
news,binoculars,gpt,35,0.0612244897959183,0.9387755102040816
news,chatgpt-roberta,gpt,35,0.5918367346938775,0.4081632653061224
news,detectgpt,gpt,35,0.3877551020408163,0.6122448979591837
news,fastdetectgpt,gpt,35,0.1428571428571428,0.8571428571428571
news,gltr,gpt,35,0.4693877551020408,0.5306122448979592
news,gpt2-base,gpt,35,0.1224489795918367,0.8775510204081632
news,gpt2-large,gpt,35,0.1632653061224489,0.8367346938775511
news,llmdet,gpt,35,0.7755102040816326,0.2244897959183673
news,radar,gpt,35,0.0408163265306122,0.9591836734693876
news,zerogpt,gpt,35,0.2244897959183673,0.7755102040816326
paper_abstract,binoculars,gpt,35,0.0392156862745098,0.9607843137254902
paper_abstract,chatgpt-roberta,gpt,35,0.0392156862745098,0.9607843137254902
paper_abstract,detectgpt,gpt,35,0.2941176470588235,0.7058823529411765
paper_abstract,fastdetectgpt,gpt,35,0.0980392156862745,0.9019607843137256
paper_abstract,gltr,gpt,35,0.0784313725490196,0.9215686274509804
paper_abstract,gpt2-base,gpt,35,0.1568627450980392,0.8431372549019608
paper_abstract,gpt2-large,gpt,35,0.2941176470588235,0.7058823529411765
paper_abstract,llmdet,gpt,35,0.4313725490196078,0.5686274509803921
paper_abstract,radar,gpt,35,0.0,1.0
paper_abstract,zerogpt,gpt,35,0.0588235294117647,0.9411764705882352
speech,binoculars,gpt,35,0.06,0.94
speech,chatgpt-roberta,gpt,35,0.32,0.68
speech,detectgpt,gpt,35,0.22,0.78
speech,fastdetectgpt,gpt,35,0.06,0.94
speech,gltr,gpt,35,0.52,0.48
speech,gpt2-base,gpt,35,0.28,0.72
speech,gpt2-large,gpt,35,0.2,0.8
speech,llmdet,gpt,35,0.7,0.3
speech,radar,gpt,35,0.22,0.78
speech,zerogpt,gpt,35,0.26,0.74
blog,binoculars,gpt,5,0.0192307692307692,0.9807692307692308
blog,chatgpt-roberta,gpt,5,0.0192307692307692,0.9807692307692308
blog,detectgpt,gpt,5,0.2115384615384615,0.7884615384615384
blog,fastdetectgpt,gpt,5,0.0192307692307692,0.9807692307692308
blog,gltr,gpt,5,0.2115384615384615,0.7884615384615384
blog,gpt2-base,gpt,5,0.0576923076923076,0.9423076923076924
blog,gpt2-large,gpt,5,0.1346153846153846,0.8653846153846154
blog,llmdet,gpt,5,0.6538461538461539,0.3461538461538461
blog,radar,gpt,5,0.2884615384615384,0.7115384615384616
blog,zerogpt,gpt,5,0.0,1.0
email_content,binoculars,gpt,5,0.0,1.0
email_content,chatgpt-roberta,gpt,5,0.0930232558139534,0.9069767441860463
email_content,detectgpt,gpt,5,0.2093023255813953,0.7906976744186046
email_content,fastdetectgpt,gpt,5,0.1860465116279069,0.813953488372093
email_content,gltr,gpt,5,0.1395348837209302,0.8604651162790697
email_content,gpt2-base,gpt,5,0.3488372093023256,0.6511627906976745
email_content,gpt2-large,gpt,5,0.4418604651162791,0.5581395348837209
email_content,llmdet,gpt,5,0.7906976744186046,0.2093023255813953
email_content,radar,gpt,5,0.3953488372093023,0.6046511627906976
email_content,zerogpt,gpt,5,0.0465116279069767,0.9534883720930232
game_review,binoculars,gpt,5,0.1176470588235294,0.8823529411764706
game_review,chatgpt-roberta,gpt,5,0.1568627450980392,0.8431372549019608
game_review,detectgpt,gpt,5,0.392156862745098,0.6078431372549019
game_review,fastdetectgpt,gpt,5,0.1372549019607843,0.8627450980392157
game_review,gltr,gpt,5,0.4117647058823529,0.5882352941176471
game_review,gpt2-base,gpt,5,0.4313725490196078,0.5686274509803921
game_review,gpt2-large,gpt,5,0.3725490196078431,0.6274509803921569
game_review,llmdet,gpt,5,0.7450980392156863,0.2549019607843137
game_review,radar,gpt,5,0.0784313725490196,0.9215686274509804
game_review,zerogpt,gpt,5,0.0,1.0
news,binoculars,gpt,5,0.0612244897959183,0.9387755102040816
news,chatgpt-roberta,gpt,5,0.4897959183673469,0.5102040816326531
news,detectgpt,gpt,5,0.4897959183673469,0.5102040816326531
news,fastdetectgpt,gpt,5,0.1632653061224489,0.8367346938775511
news,gltr,gpt,5,0.4693877551020408,0.5306122448979592
news,gpt2-base,gpt,5,0.1224489795918367,0.8775510204081632
news,gpt2-large,gpt,5,0.1836734693877551,0.8163265306122449
news,llmdet,gpt,5,0.673469387755102,0.3265306122448979
news,radar,gpt,5,0.0204081632653061,0.979591836734694
news,zerogpt,gpt,5,0.1020408163265306,0.8979591836734694
paper_abstract,binoculars,gpt,5,0.1176470588235294,0.8823529411764706
paper_abstract,chatgpt-roberta,gpt,5,0.0392156862745098,0.9607843137254902
paper_abstract,detectgpt,gpt,5,0.3137254901960784,0.6862745098039216
paper_abstract,fastdetectgpt,gpt,5,0.0980392156862745,0.9019607843137256
paper_abstract,gltr,gpt,5,0.0980392156862745,0.9019607843137256
paper_abstract,gpt2-base,gpt,5,0.2156862745098039,0.7843137254901961
paper_abstract,gpt2-large,gpt,5,0.3333333333333333,0.6666666666666666
paper_abstract,llmdet,gpt,5,0.5098039215686274,0.4901960784313725
paper_abstract,radar,gpt,5,0.0,1.0
paper_abstract,zerogpt,gpt,5,0.0392156862745098,0.9607843137254902
speech,binoculars,gpt,5,0.0196078431372549,0.9803921568627452
speech,chatgpt-roberta,gpt,5,0.4117647058823529,0.5882352941176471
speech,detectgpt,gpt,5,0.4509803921568627,0.5490196078431373
speech,fastdetectgpt,gpt,5,0.0980392156862745,0.9019607843137256
speech,gltr,gpt,5,0.6666666666666666,0.3333333333333333
speech,gpt2-base,gpt,5,0.4117647058823529,0.5882352941176471
speech,gpt2-large,gpt,5,0.2549019607843137,0.7450980392156863
speech,llmdet,gpt,5,0.8627450980392157,0.1372549019607843
speech,radar,gpt,5,0.1764705882352941,0.8235294117647058
speech,zerogpt,gpt,5,0.1568627450980392,0.8431372549019608
blog,binoculars,gpt,50,0.04,0.96
blog,chatgpt-roberta,gpt,50,0.1,0.9
blog,detectgpt,gpt,50,0.18,0.82
blog,fastdetectgpt,gpt,50,0.08,0.92
blog,gltr,gpt,50,0.32,0.68
blog,gpt2-base,gpt,50,0.08,0.92
blog,gpt2-large,gpt,50,0.24,0.76
blog,llmdet,gpt,50,0.7,0.3
blog,radar,gpt,50,0.52,0.48
blog,zerogpt,gpt,50,0.04,0.96
email_content,binoculars,gpt,50,0.0697674418604651,0.9302325581395348
email_content,chatgpt-roberta,gpt,50,0.1395348837209302,0.8604651162790697
email_content,detectgpt,gpt,50,0.2790697674418604,0.7209302325581395
email_content,fastdetectgpt,gpt,50,0.1162790697674418,0.8837209302325582
email_content,gltr,gpt,50,0.2093023255813953,0.7906976744186046
email_content,gpt2-base,gpt,50,0.3488372093023256,0.6511627906976745
email_content,gpt2-large,gpt,50,0.4186046511627907,0.5813953488372093
email_content,llmdet,gpt,50,0.9069767441860463,0.0930232558139534
email_content,radar,gpt,50,0.4883720930232558,0.5116279069767442
email_content,zerogpt,gpt,50,0.0697674418604651,0.9302325581395348
game_review,binoculars,gpt,50,0.1428571428571428,0.8571428571428571
game_review,chatgpt-roberta,gpt,50,0.2653061224489796,0.7346938775510204
game_review,detectgpt,gpt,50,0.3265306122448979,0.673469387755102
game_review,fastdetectgpt,gpt,50,0.1020408163265306,0.8979591836734694
game_review,gltr,gpt,50,0.4081632653061224,0.5918367346938775
game_review,gpt2-base,gpt,50,0.3673469387755102,0.6326530612244898
game_review,gpt2-large,gpt,50,0.3469387755102041,0.6530612244897959
game_review,llmdet,gpt,50,0.6530612244897959,0.3469387755102041
game_review,radar,gpt,50,0.2653061224489796,0.7346938775510204
game_review,zerogpt,gpt,50,0.0612244897959183,0.9387755102040816
news,binoculars,gpt,50,0.0416666666666666,0.9583333333333334
news,chatgpt-roberta,gpt,50,0.625,0.375
news,detectgpt,gpt,50,0.3333333333333333,0.6666666666666666
news,fastdetectgpt,gpt,50,0.0833333333333333,0.9166666666666666
news,gltr,gpt,50,0.5,0.5
news,gpt2-base,gpt,50,0.1041666666666666,0.8958333333333334
news,gpt2-large,gpt,50,0.1875,0.8125
news,llmdet,gpt,50,0.7291666666666666,0.2708333333333333
news,radar,gpt,50,0.0208333333333333,0.9791666666666666
news,zerogpt,gpt,50,0.2083333333333333,0.7916666666666666
paper_abstract,binoculars,gpt,50,0.0392156862745098,0.9607843137254902
paper_abstract,chatgpt-roberta,gpt,50,0.0196078431372549,0.9803921568627452
paper_abstract,detectgpt,gpt,50,0.1568627450980392,0.8431372549019608
paper_abstract,fastdetectgpt,gpt,50,0.0196078431372549,0.9803921568627452
paper_abstract,gltr,gpt,50,0.0196078431372549,0.9803921568627452
paper_abstract,gpt2-base,gpt,50,0.1372549019607843,0.8627450980392157
paper_abstract,gpt2-large,gpt,50,0.2941176470588235,0.7058823529411765
paper_abstract,llmdet,gpt,50,0.3725490196078431,0.6274509803921569
paper_abstract,radar,gpt,50,0.0,1.0
paper_abstract,zerogpt,gpt,50,0.0588235294117647,0.9411764705882352
speech,binoculars,gpt,50,0.0980392156862745,0.9019607843137256
speech,chatgpt-roberta,gpt,50,0.3529411764705882,0.6470588235294118
speech,detectgpt,gpt,50,0.4509803921568627,0.5490196078431373
speech,fastdetectgpt,gpt,50,0.0588235294117647,0.9411764705882352
speech,gltr,gpt,50,0.4901960784313725,0.5098039215686274
speech,gpt2-base,gpt,50,0.3137254901960784,0.6862745098039216
speech,gpt2-large,gpt,50,0.2549019607843137,0.7450980392156863
speech,llmdet,gpt,50,0.7647058823529411,0.2352941176470588
speech,radar,gpt,50,0.2941176470588235,0.7058823529411765
speech,zerogpt,gpt,50,0.2941176470588235,0.7058823529411765
blog,binoculars,gpt,75,0.0784313725490196,0.9215686274509804
blog,chatgpt-roberta,gpt,75,0.0588235294117647,0.9411764705882352
blog,detectgpt,gpt,75,0.2549019607843137,0.7450980392156863
blog,fastdetectgpt,gpt,75,0.0588235294117647,0.9411764705882352
blog,gltr,gpt,75,0.3725490196078431,0.6274509803921569
blog,gpt2-base,gpt,75,0.0980392156862745,0.9019607843137256
blog,gpt2-large,gpt,75,0.1568627450980392,0.8431372549019608
blog,llmdet,gpt,75,0.7058823529411765,0.2941176470588235
blog,radar,gpt,75,0.5294117647058824,0.4705882352941176
blog,zerogpt,gpt,75,0.0980392156862745,0.9019607843137256
email_content,binoculars,gpt,75,0.0930232558139534,0.9069767441860463
email_content,chatgpt-roberta,gpt,75,0.0930232558139534,0.9069767441860463
email_content,detectgpt,gpt,75,0.2093023255813953,0.7906976744186046
email_content,fastdetectgpt,gpt,75,0.1395348837209302,0.8604651162790697
email_content,gltr,gpt,75,0.2558139534883721,0.7441860465116279
email_content,gpt2-base,gpt,75,0.3488372093023256,0.6511627906976745
email_content,gpt2-large,gpt,75,0.3953488372093023,0.6046511627906976
email_content,llmdet,gpt,75,0.8604651162790697,0.1395348837209302
email_content,radar,gpt,75,0.3953488372093023,0.6046511627906976
email_content,zerogpt,gpt,75,0.1162790697674418,0.8837209302325582
game_review,binoculars,gpt,75,0.1020408163265306,0.8979591836734694
game_review,chatgpt-roberta,gpt,75,0.2040816326530612,0.7959183673469388
game_review,detectgpt,gpt,75,0.3673469387755102,0.6326530612244898
game_review,fastdetectgpt,gpt,75,0.1428571428571428,0.8571428571428571
game_review,gltr,gpt,75,0.4897959183673469,0.5102040816326531
game_review,gpt2-base,gpt,75,0.1836734693877551,0.8163265306122449
game_review,gpt2-large,gpt,75,0.2857142857142857,0.7142857142857143
game_review,llmdet,gpt,75,0.7346938775510204,0.2653061224489796
game_review,radar,gpt,75,0.3061224489795918,0.6938775510204082
game_review,zerogpt,gpt,75,0.0816326530612244,0.9183673469387756
news,binoculars,gpt,75,0.1041666666666666,0.8958333333333334
news,chatgpt-roberta,gpt,75,0.6875,0.3125
news,detectgpt,gpt,75,0.4375,0.5625
news,fastdetectgpt,gpt,75,0.0625,0.9375
news,gltr,gpt,75,0.6041666666666666,0.3958333333333333
news,gpt2-base,gpt,75,0.1041666666666666,0.8958333333333334
news,gpt2-large,gpt,75,0.2083333333333333,0.7916666666666666
news,llmdet,gpt,75,0.7916666666666666,0.2083333333333333
news,radar,gpt,75,0.0833333333333333,0.9166666666666666
news,zerogpt,gpt,75,0.25,0.75
paper_abstract,binoculars,gpt,75,0.0588235294117647,0.9411764705882352
paper_abstract,chatgpt-roberta,gpt,75,0.0,1.0
paper_abstract,detectgpt,gpt,75,0.2941176470588235,0.7058823529411765
paper_abstract,fastdetectgpt,gpt,75,0.0980392156862745,0.9019607843137256
paper_abstract,gltr,gpt,75,0.0588235294117647,0.9411764705882352
paper_abstract,gpt2-base,gpt,75,0.1568627450980392,0.8431372549019608
paper_abstract,gpt2-large,gpt,75,0.2156862745098039,0.7843137254901961
paper_abstract,llmdet,gpt,75,0.3529411764705882,0.6470588235294118
paper_abstract,radar,gpt,75,0.0,1.0
paper_abstract,zerogpt,gpt,75,0.0588235294117647,0.9411764705882352
speech,binoculars,gpt,75,0.06,0.94
speech,chatgpt-roberta,gpt,75,0.46,0.54
speech,detectgpt,gpt,75,0.42,0.58
speech,fastdetectgpt,gpt,75,0.08,0.92
speech,gltr,gpt,75,0.48,0.52
speech,gpt2-base,gpt,75,0.34,0.66
speech,gpt2-large,gpt,75,0.26,0.74
speech,llmdet,gpt,75,0.72,0.28
speech,radar,gpt,75,0.34,0.66
speech,zerogpt,gpt,75,0.36,0.64
blog,binoculars,gpt,average,0.0308166343460461,0.9691833656539538
blog,chatgpt-roberta,gpt,average,0.0782805429864253,0.9217194570135748
blog,detectgpt,gpt,average,0.1921654815772462,0.8078345184227537
blog,fastdetectgpt,gpt,average,0.0448265460030165,0.9551734539969834
blog,gltr,gpt,average,0.2708274078862314,0.7291725921137687
blog,gpt2-base,gpt,average,0.0753156647274294,0.9246843352725704
blog,gpt2-large,gpt,average,0.1840379228614523,0.8159620771385476
blog,llmdet,gpt,average,0.6883430295195001,0.3116569704804998
blog,radar,gpt,average,0.4270652876535229,0.572934712346477
blog,zerogpt,gpt,average,0.0364188752424046,0.9635811247575956
email_content,binoculars,gpt,average,0.0398671096345514,0.9601328903654484
email_content,chatgpt-roberta,gpt,average,0.1029900332225913,0.8970099667774086
email_content,detectgpt,gpt,average,0.2524916943521594,0.7475083056478404
email_content,fastdetectgpt,gpt,average,0.1495016611295681,0.8504983388704318
email_content,gltr,gpt,average,0.1694352159468438,0.8305647840531561
